	protein1	protein2	cost
28882	PA14_20670	PA14_60710	0.5
28883	PA14_38140	PA14_60710	0.5
28884	PA14_44240	PA14_60710	0.5
28885	PA14_60710	PA14_67600	0.5
28886	PA14_60710	PA14_72690	0.5
28887	PA14_60710	PA14_72850	0.5
28888	PA14_18740	PA14_68770	0.5
28889	PA14_18740	PA14_71180	0.5
28890	PA14_18740	PA14_68330	0.5
28891	PA14_18740	PA14_69500	0.5
28894	PA14_24445	PA14_68350	0.5
28895	PA14_06920	PA14_08480	0.5
28898	PA14_27500	PA14_60710	0.5
28900	PA14_03860	PA14_24445	0.5
28901	PA14_03880	PA14_24445	0.5
28902	PA14_20670	PA14_24445	0.5
28903	PA14_24445	PA14_38140	0.5
28904	PA14_24445	PA14_44240	0.5
28905	PA14_24445	PA14_67600	0.5
28906	PA14_24445	PA14_72690	0.5
28907	PA14_24445	PA14_72850	0.5
28908	PA14_24445	PA14_43320	0.5
28910	PA14_24445	PA14_27500	0.5
28911	PA14_06920	PA14_68770	0.5
28912	PA14_06920	PA14_71180	0.5
28916	PA14_06920	PA14_57210	0.5
28918	PA14_43320	PA14_68350	0.5
28919	PA14_60710	PA14_68350	0.5
28920	PA14_68330	PA14_69500	0.5
28925	PA14_27500	PA14_57210	0.5
28926	PA14_27500	PA14_68740	0.5
28927	PA14_18610	PA14_68330	0.5
28928	PA14_68330	PA14_68340	0.5
28929	PA14_43320	PA14_60710	0.5
28930	PA14_01760	PA14_01830	0.5
28933	PA14_14820	PA14_22620	0.5
28934	PA14_14820	PA14_69610	0.5
28938	PA14_01760	PA14_10730	0.5
28939	PA14_01760	PA14_12490	0.5
28940	PA14_01760	PA14_17550	0.5
28941	PA14_01760	PA14_65010	0.5
28946	PA14_16700	PA14_18830	0.5
28947	PA14_16700	PA14_18850	0.5
28948	PA14_16700	PA14_30110	0.5
28953	PA14_01760	PA14_44500	0.5
28955	PA14_17450	PA14_18830	0.5
28956	PA14_18830	PA14_68390	0.5
28957	PA14_17450	PA14_18850	0.5
28958	PA14_18850	PA14_68390	0.5
28959	PA14_17450	PA14_30110	0.5
28960	PA14_30110	PA14_68390	0.5
28963	PA14_01830	PA14_10730	0.5
28964	PA14_01830	PA14_12490	0.5
28965	PA14_01830	PA14_17550	0.5
28966	PA14_01830	PA14_65010	0.5
28967	PA14_10730	PA14_18830	0.5
28968	PA14_12490	PA14_18830	0.5
28969	PA14_17550	PA14_18830	0.5
28970	PA14_18830	PA14_65010	0.5
28971	PA14_10730	PA14_18850	0.5
28972	PA14_12490	PA14_18850	0.5
28973	PA14_17550	PA14_18850	0.5
28974	PA14_18850	PA14_65010	0.5
28975	PA14_10730	PA14_30110	0.5
28976	PA14_12490	PA14_30110	0.5
28977	PA14_17550	PA14_30110	0.5
28978	PA14_30110	PA14_65010	0.5
28983	PA14_01830	PA14_44500	0.5
28984	PA14_18830	PA14_44500	0.5
28985	PA14_18850	PA14_44500	0.5
28986	PA14_30110	PA14_44500	0.5
28988	PA14_01830	PA14_44140	0.5
28990	PA14_14820	PA14_45050	0.5
28991	PA14_14820	PA14_56240	0.5
28995	PA14_16700	PA14_49460	0.5
28996	PA14_16700	PA14_49470	0.5
28997	PA14_16700	PA14_72540	0.5
29002	PA14_52040	PA14_71600	0.5
29005	PA14_16700	PA14_45050	0.5
29006	PA14_16700	PA14_56240	0.5
29007	PA14_14820	PA14_16700	0.5
29008	PA14_51240	PA14_71620	0.5
29011	PA14_16700	PA14_62710	0.5
29013	PA14_71600	PA14_71620	0.5
29016	PA14_45050	PA14_49460	0.5
29017	PA14_49460	PA14_56240	0.5
29018	PA14_45050	PA14_49470	0.5
29019	PA14_49470	PA14_56240	0.5
29020	PA14_45050	PA14_72540	0.5
29021	PA14_56240	PA14_72540	0.5
29022	PA14_61770	PA14_68380	0.5
29024	PA14_14820	PA14_49460	0.5
29025	PA14_14820	PA14_49470	0.5
29026	PA14_14820	PA14_72540	0.5
29027	PA14_68380	PA14_70270	0.5
29028	PA14_49460	PA14_62710	0.5
29029	PA14_49470	PA14_62710	0.5
29030	PA14_62710	PA14_72540	0.5
29031	PA14_45050	PA14_62710	0.5
29032	PA14_56240	PA14_62710	0.5
29033	PA14_65710	PA14_70270	0.5
29035	PA14_14820	PA14_62710	0.5
29036	PA14_22620	PA14_65690	0.5
29037	PA14_65690	PA14_69610	0.5
29045	PA14_18830	PA14_65690	0.5
29046	PA14_18850	PA14_65690	0.5
29047	PA14_30110	PA14_65690	0.5
29051	PA14_16700	PA14_65690	0.5
29053	PA14_44500	PA14_65690	0.5
29054	PA14_10730	PA14_65690	0.5
29055	PA14_12490	PA14_65690	0.5
29056	PA14_17550	PA14_65690	0.5
29057	PA14_65010	PA14_65690	0.5
29058	PA14_17450	PA14_65690	0.5
29059	PA14_65690	PA14_68390	0.5
29060	PA14_16700	PA14_17450	0.5
29061	PA14_16700	PA14_68390	0.5
29065	PA14_05050	PA14_14820	0.5
29068	PA14_00020	PA14_14820	0.5
29069	PA14_12200	PA14_14820	0.5
29070	PA14_14460	PA14_14820	0.5
29071	PA14_14820	PA14_17260	0.5
29072	PA14_14820	PA14_22380	0.5
29073	PA14_14820	PA14_25760	0.5
29074	PA14_14820	PA14_41050	0.5
29075	PA14_14820	PA14_44630	0.5
29076	PA14_14820	PA14_72490	0.5
29087	PA14_05050	PA14_15310	0.5
29090	PA14_00020	PA14_45050	0.5
29091	PA14_12200	PA14_45050	0.5
29092	PA14_14460	PA14_45050	0.5
29093	PA14_17260	PA14_45050	0.5
29094	PA14_22380	PA14_45050	0.5
29095	PA14_25760	PA14_45050	0.5
29096	PA14_41050	PA14_45050	0.5
29097	PA14_44630	PA14_45050	0.5
29098	PA14_45050	PA14_72490	0.5
29099	PA14_00020	PA14_56240	1.0
29100	PA14_12200	PA14_56240	0.5
29101	PA14_14460	PA14_56240	0.5
29102	PA14_17260	PA14_56240	0.5
29103	PA14_22380	PA14_56240	0.5
29104	PA14_25760	PA14_56240	0.5
29105	PA14_41050	PA14_56240	0.5
29106	PA14_44630	PA14_56240	0.5
29107	PA14_56240	PA14_72490	0.5
29110	PA14_05050	PA14_15340	0.5
29112	PA14_08760	PA14_14820	0.5
29113	PA14_08780	PA14_14820	0.5
29114	PA14_09115	PA14_14820	0.5
29115	PA14_14820	PA14_70450	0.5
29120	PA14_05050	PA14_17450	0.5
29121	PA14_05050	PA14_68390	0.5
29124	PA14_08760	PA14_45050	0.5
29125	PA14_08780	PA14_45050	0.5
29126	PA14_09115	PA14_45050	0.5
29127	PA14_45050	PA14_70450	0.5
29128	PA14_08760	PA14_56240	0.5
29129	PA14_08780	PA14_56240	0.5
29130	PA14_09115	PA14_56240	0.5
29131	PA14_56240	PA14_70450	0.5
29134	PA14_05050	PA14_61460	0.5
29136	PA14_22620	PA14_45050	0.5
29137	PA14_45050	PA14_69610	1.0
29138	PA14_22620	PA14_56240	0.5
29139	PA14_56240	PA14_69610	0.5
29140	PA14_05050	PA14_69940	0.5
29142	PA14_08760	PA14_22620	0.5
29143	PA14_08760	PA14_69610	0.5
29144	PA14_08780	PA14_22620	0.5
29145	PA14_08780	PA14_69610	0.5
29146	PA14_09115	PA14_22620	0.5
29147	PA14_09115	PA14_69610	0.5
29148	PA14_22620	PA14_70450	0.5
29149	PA14_69610	PA14_70450	0.5
29150	PA14_08760	PA14_52160	0.5
29151	PA14_08780	PA14_52160	0.5
29152	PA14_09115	PA14_52160	0.5
29153	PA14_52160	PA14_70450	0.5
29159	PA14_08760	PA14_62710	0.5
29160	PA14_08780	PA14_62710	0.5
29161	PA14_09115	PA14_62710	1.0
29162	PA14_62710	PA14_70450	0.5
29168	PA14_45050	PA14_52160	0.5
29169	PA14_52160	PA14_56240	0.5
29172	PA14_44860	PA14_49650	0.5
29175	PA14_14820	PA14_52160	0.5
29177	PA14_44850	PA14_44860	0.5
29179	PA14_44850	PA14_49650	0.5
29180	PA14_44850	PA14_64350	0.5
29181	PA14_44850	PA14_64370	0.5
29182	PA14_44850	PA14_64390	0.5
29187	PA14_22620	PA14_52160	0.5
29188	PA14_52160	PA14_69610	0.5
29192	PA14_44500	PA14_52160	0.5
29195	PA14_44860	PA14_64350	0.5
29196	PA14_44860	PA14_64370	0.5
29197	PA14_44860	PA14_64390	0.5
29198	PA14_17450	PA14_52160	0.5
29199	PA14_52160	PA14_68390	0.5
29202	PA14_15340	PA14_17450	0.5
29203	PA14_15340	PA14_68390	0.5
29204	PA14_52160	PA14_69940	0.5
29206	PA14_15310	PA14_17450	0.5
29207	PA14_15310	PA14_68390	0.5
29208	PA14_52160	PA14_61460	0.5
29210	PA14_17450	PA14_61460	0.5
29211	PA14_61460	PA14_68390	0.5
29212	PA14_15340	PA14_52160	0.5
29214	PA14_17450	PA14_69940	0.5
29215	PA14_68390	PA14_69940	0.5
29216	PA14_52160	PA14_52180	0.5
29217	PA14_52160	PA14_70470	0.5
29220	PA14_15310	PA14_15340	0.5
29221	PA14_52160	PA14_65690	0.5
29223	PA14_15340	PA14_61460	0.5
29224	PA14_18830	PA14_52160	0.5
29225	PA14_18850	PA14_52160	0.5
29226	PA14_30110	PA14_52160	0.5
29227	PA14_15340	PA14_69940	0.5
29228	PA14_15310	PA14_61460	0.5
29229	PA14_10730	PA14_52160	0.5
29230	PA14_12490	PA14_52160	0.5
29231	PA14_17550	PA14_52160	0.5
29232	PA14_52160	PA14_65010	0.5
29233	PA14_15310	PA14_69940	0.5
29234	PA14_01760	PA14_17450	0.5
29235	PA14_01760	PA14_68390	0.5
29239	PA14_16700	PA14_52160	0.5
29240	PA14_17450	PA14_44140	0.5
29241	PA14_44140	PA14_68390	0.5
29243	PA14_44140	PA14_61460	0.5
29246	PA14_44140	PA14_69940	0.5
29248	PA14_22620	PA14_39690	0.5
29249	PA14_39690	PA14_69610	0.5
29251	PA14_39520	PA14_44140	0.5
29252	PA14_39530	PA14_44140	0.5
29253	PA14_39540	PA14_44140	0.5
29254	PA14_44140	PA14_44710	0.5
29255	PA14_44140	PA14_44740	0.5
29261	PA14_39690	PA14_52180	0.5
29262	PA14_39690	PA14_70470	0.5
29263	PA14_08760	PA14_39690	0.5
29264	PA14_08780	PA14_39690	0.5
29265	PA14_09115	PA14_39690	0.5
29266	PA14_39690	PA14_70450	0.5
29267	PA14_01660	PA14_44140	0.5
29268	PA14_44140	PA14_44770	0.5
29271	PA14_39690	PA14_45050	1.0
29272	PA14_39690	PA14_56240	0.5
29273	PA14_01760	PA14_61460	0.5
29275	PA14_14820	PA14_39690	0.5
29276	PA14_01760	PA14_69940	0.5
29277	PA14_39690	PA14_52160	0.5
29278	PA14_01760	PA14_39520	0.5
29279	PA14_01760	PA14_39530	0.5
29280	PA14_01760	PA14_39540	0.5
29281	PA14_01760	PA14_44710	0.5
29282	PA14_01760	PA14_44740	0.5
29283	PA14_00020	PA14_39690	0.5
29284	PA14_12200	PA14_39690	0.5
29285	PA14_14460	PA14_39690	0.5
29286	PA14_17260	PA14_39690	0.5
29287	PA14_22380	PA14_39690	0.5
29288	PA14_25760	PA14_39690	0.5
29289	PA14_39690	PA14_41050	0.5
29290	PA14_39690	PA14_44630	0.5
29291	PA14_39690	PA14_72490	0.5
29302	PA14_01660	PA14_01760	0.5
29303	PA14_01760	PA14_44770	0.5
29304	PA14_24730	PA14_39690	0.5
29305	PA14_39690	PA14_49840	0.5
29308	PA14_39520	PA14_61460	0.5
29309	PA14_39530	PA14_61460	0.5
29310	PA14_39540	PA14_61460	0.5
29311	PA14_44710	PA14_61460	0.5
29312	PA14_44740	PA14_61460	0.5
29316	PA14_01660	PA14_61460	0.5
29317	PA14_44770	PA14_61460	0.5
29319	PA14_39520	PA14_69940	0.5
29320	PA14_39530	PA14_69940	0.5
29321	PA14_39540	PA14_69940	0.5
29322	PA14_44710	PA14_69940	0.5
29323	PA14_44740	PA14_69940	0.5
29324	PA14_01660	PA14_69940	0.5
29325	PA14_44770	PA14_69940	0.5
29326	PA14_01660	PA14_39520	0.5
29327	PA14_39520	PA14_44770	0.5
29328	PA14_01660	PA14_39530	0.5
29329	PA14_39530	PA14_44770	0.5
29330	PA14_01660	PA14_39540	0.5
29331	PA14_39540	PA14_44770	0.5
29332	PA14_01660	PA14_44710	0.5
29333	PA14_44710	PA14_44770	0.5
29334	PA14_01660	PA14_44740	0.5
29335	PA14_44740	PA14_44770	0.5
29337	PA14_15340	PA14_70440	0.5
29339	PA14_15340	PA14_44500	0.5
29340	PA14_44500	PA14_70440	0.5
29341	PA14_61460	PA14_70440	0.5
29342	PA14_69940	PA14_70440	0.5
29343	PA14_17450	PA14_70440	0.5
29344	PA14_68390	PA14_70440	0.5
29345	PA14_17450	PA14_44500	0.5
29346	PA14_44500	PA14_68390	0.5
29351	PA14_44140	PA14_44500	0.5
29356	PA14_17450	PA14_24730	0.5
29357	PA14_24730	PA14_68390	0.5
29358	PA14_17450	PA14_49840	0.5
29359	PA14_49840	PA14_68390	0.5
29367	PA14_14820	PA14_70440	0.5
29370	PA14_45050	PA14_70440	0.5
29371	PA14_56240	PA14_70440	0.5
29377	PA14_49460	PA14_70440	0.5
29378	PA14_49470	PA14_70440	0.5
29379	PA14_70440	PA14_72540	0.5
29380	PA14_52180	PA14_69220	0.5
29381	PA14_69220	PA14_70470	0.5
29387	PA14_61770	PA14_65710	0.5
29388	PA14_62710	PA14_70440	0.5
29391	PA14_23920	PA14_61770	0.5
29396	PA14_23920	PA14_64220	0.5
29401	PA14_15890	PA14_64220	0.5
29402	PA14_52050	PA14_64220	0.5
29407	PA14_15740	PA14_15890	0.5
29408	PA14_15740	PA14_52050	0.5
29414	PA14_15740	PA14_52040	0.5
29417	PA14_18830	PA14_51240	0.5
29418	PA14_18850	PA14_51240	0.5
29419	PA14_30110	PA14_51240	0.5
29428	PA14_18830	PA14_64200	0.5
29429	PA14_18850	PA14_64200	0.5
29430	PA14_30110	PA14_64200	0.5
29432	PA14_44500	PA14_64200	0.5
29433	PA14_64200	PA14_64200	1.0
29435	PA14_57710	PA14_57710	1.0
29436	PA14_57710	PA14_57720	1.0
29439	PA14_64200	PA14_65230	0.5
29442	PA14_15310	PA14_65230	0.5
29444	PA14_61460	PA14_65230	0.5
29446	PA14_17450	PA14_65230	0.5
29447	PA14_65230	PA14_68390	0.5
29450	PA14_15310	PA14_64200	0.5
29451	PA14_61460	PA14_64200	0.5
29452	PA14_17450	PA14_64200	0.5
29453	PA14_64200	PA14_68390	0.5
29454	PA14_45050	PA14_52180	0.5
29455	PA14_45050	PA14_70470	0.5
29456	PA14_52180	PA14_56240	0.5
29457	PA14_56240	PA14_70470	0.5
29458	PA14_18830	PA14_65230	0.5
29459	PA14_18850	PA14_65230	0.5
29460	PA14_30110	PA14_65230	0.5
29465	PA14_14820	PA14_52180	0.5
29466	PA14_14820	PA14_70470	0.5
29470	PA14_08760	PA14_52180	0.5
29471	PA14_08760	PA14_70470	0.5
29472	PA14_08780	PA14_52180	0.5
29473	PA14_08780	PA14_70470	1.0
29474	PA14_09115	PA14_52180	0.5
29475	PA14_09115	PA14_70470	0.5
29476	PA14_52180	PA14_70450	0.5
29477	PA14_70450	PA14_70470	1.0
29479	PA14_22620	PA14_52180	0.5
29480	PA14_52180	PA14_69610	0.5
29481	PA14_22620	PA14_70470	0.5
29482	PA14_69610	PA14_70470	0.5
29490	PA14_62710	PA14_70470	0.5
29494	PA14_49460	PA14_70470	0.5
29495	PA14_49470	PA14_70470	0.5
29496	PA14_70470	PA14_72540	0.5
29497	PA14_01830	PA14_39520	0.5
29498	PA14_01830	PA14_39530	0.5
29499	PA14_01830	PA14_39540	0.5
29500	PA14_01830	PA14_44710	0.5
29501	PA14_01830	PA14_44740	0.5
29502	PA14_70440	PA14_70470	0.5
29503	PA14_01830	PA14_61460	0.5
29504	PA14_24730	PA14_45050	0.5
29505	PA14_45050	PA14_49840	0.5
29506	PA14_24730	PA14_56240	0.5
29507	PA14_49840	PA14_56240	0.5
29508	PA14_14820	PA14_24730	0.5
29509	PA14_14820	PA14_49840	0.5
29510	PA14_16700	PA14_44500	0.5
29511	PA14_00020	PA14_24730	0.5
29512	PA14_00020	PA14_49840	0.5
29513	PA14_12200	PA14_24730	0.5
29514	PA14_12200	PA14_49840	0.5
29515	PA14_14460	PA14_24730	0.5
29516	PA14_14460	PA14_49840	0.5
29517	PA14_17260	PA14_24730	0.5
29518	PA14_17260	PA14_49840	0.5
29519	PA14_22380	PA14_24730	0.5
29520	PA14_22380	PA14_49840	0.5
29521	PA14_24730	PA14_25760	0.5
29522	PA14_25760	PA14_49840	0.5
29523	PA14_24730	PA14_41050	0.5
29524	PA14_41050	PA14_49840	0.5
29525	PA14_24730	PA14_44630	0.5
29526	PA14_44630	PA14_49840	0.5
29527	PA14_24730	PA14_72490	0.5
29528	PA14_49840	PA14_72490	0.5
29529	PA14_10730	PA14_16700	0.5
29530	PA14_12490	PA14_16700	0.5
29531	PA14_16700	PA14_17550	0.5
29532	PA14_16700	PA14_65010	0.5
29534	PA14_10730	PA14_17450	0.5
29535	PA14_10730	PA14_68390	0.5
29536	PA14_12490	PA14_17450	0.5
29537	PA14_12490	PA14_68390	0.5
29538	PA14_17450	PA14_17550	0.5
29539	PA14_17550	PA14_68390	0.5
29540	PA14_17450	PA14_65010	0.5
29541	PA14_65010	PA14_68390	0.5
29545	PA14_01660	PA14_44500	0.5
29546	PA14_44500	PA14_44770	0.5
29548	PA14_10730	PA14_44140	0.5
29549	PA14_12490	PA14_44140	0.5
29550	PA14_17550	PA14_44140	0.5
29551	PA14_44140	PA14_65010	0.5
29552	PA14_05260	PA14_62910	0.5
29553	PA14_05260	PA14_62930	0.5
29557	PA14_05770	PA14_05810	0.5
29560	PA14_05250	PA14_05260	0.5
29561	PA14_05260	PA14_18710	0.5
29562	PA14_05260	PA14_73070	0.5
29567	PA14_00020	PA14_19090	0.5
29568	PA14_12200	PA14_19090	0.5
29569	PA14_14460	PA14_19090	0.5
29570	PA14_17260	PA14_19090	0.5
29571	PA14_19090	PA14_22380	0.5
29572	PA14_19090	PA14_25760	0.5
29573	PA14_19090	PA14_41050	0.5
29574	PA14_19090	PA14_44630	0.5
29575	PA14_19090	PA14_72490	0.5
29586	PA14_05250	PA14_24640	0.5
29587	PA14_18710	PA14_24640	0.5
29588	PA14_24640	PA14_73070	0.5
29594	PA14_24640	PA14_70370	0.5
29597	PA14_14820	PA14_19090	0.5
29598	PA14_26890	PA14_70370	0.5
29601	PA14_17450	PA14_26890	0.5
29602	PA14_26890	PA14_68390	0.5
29606	PA14_05270	PA14_26890	0.5
29607	PA14_26890	PA14_61470	0.5
29610	PA14_26890	PA14_52160	0.5
29612	PA14_17080	PA14_26890	0.5
29614	PA14_05270	PA14_17450	0.5
29615	PA14_05270	PA14_68390	0.5
29616	PA14_17450	PA14_61470	0.5
29617	PA14_61470	PA14_68390	0.5
29618	PA14_04480	PA14_17450	0.5
29619	PA14_04480	PA14_68390	0.5
29623	PA14_17080	PA14_17450	0.5
29624	PA14_17080	PA14_68390	0.5
29625	PA14_17450	PA14_25740	0.5
29626	PA14_25740	PA14_68390	0.5
29628	PA14_05270	PA14_52160	0.5
29629	PA14_52160	PA14_61470	0.5
29630	PA14_17450	PA14_70260	0.5
29631	PA14_68390	PA14_70260	0.5
29633	PA14_05270	PA14_17080	0.5
29634	PA14_17080	PA14_61470	0.5
29635	PA14_17290	PA14_52160	0.5
29638	PA14_17080	PA14_52160	0.5
29643	PA14_14820	PA14_17080	0.5
29647	PA14_17080	PA14_62710	0.5
29661	PA14_14820	PA14_17290	0.5
29663	PA14_14820	PA14_23320	0.5
29666	PA14_23320	PA14_49460	0.5
29667	PA14_23320	PA14_49470	0.5
29668	PA14_23320	PA14_72540	0.5
29673	PA14_17450	PA14_23320	0.5
29674	PA14_23320	PA14_68390	0.5
29680	PA14_19090	PA14_52160	0.5
29681	PA14_23320	PA14_62710	0.5
29686	PA14_08760	PA14_17290	1.0
29687	PA14_08780	PA14_17290	1.0
29688	PA14_09115	PA14_17290	0.5
29689	PA14_17290	PA14_70450	0.5
29690	PA14_10730	PA14_23320	0.5
29691	PA14_17550	PA14_23320	0.5
29692	PA14_23320	PA14_65010	0.5
29694	PA14_08760	PA14_19090	0.5
29695	PA14_08780	PA14_19090	0.5
29696	PA14_09115	PA14_19090	0.5
29697	PA14_19090	PA14_70450	0.5
29698	PA14_23320	PA14_52160	0.5
29700	PA14_17290	PA14_39690	0.5
29702	PA14_19090	PA14_39690	0.5
29706	PA14_39690	PA14_70260	0.5
29712	PA14_05690	PA14_44140	0.5
29715	PA14_05690	PA14_10730	0.5
29716	PA14_05690	PA14_17550	0.5
29717	PA14_05690	PA14_65010	0.5
29725	PA14_05270	PA14_44140	0.5
29726	PA14_44140	PA14_61470	0.5
29731	PA14_05740	PA14_44140	0.5
29732	PA14_05750	PA14_44140	0.5
29735	PA14_05270	PA14_05690	0.5
29736	PA14_05690	PA14_61470	0.5
29737	PA14_05270	PA14_05740	0.5
29738	PA14_05270	PA14_05750	0.5
29739	PA14_05740	PA14_61470	0.5
29740	PA14_05750	PA14_61470	0.5
29741	PA14_05690	PA14_05740	0.5
29742	PA14_05690	PA14_05750	0.5
29743	PA14_05740	PA14_05770	0.5
29744	PA14_05750	PA14_05770	0.5
29750	PA14_04480	PA14_25740	0.5
29751	PA14_04480	PA14_70260	0.5
29752	PA14_25740	PA14_70260	0.5
29753	PA14_14820	PA14_25740	0.5
29759	PA14_25740	PA14_49460	0.5
29760	PA14_25740	PA14_49470	0.5
29761	PA14_25740	PA14_72540	0.5
29762	PA14_19090	PA14_70260	0.5
29763	PA14_14820	PA14_70260	0.5
29790	PA14_00640	PA14_71650	0.5
29791	PA14_19370	PA14_71650	0.5
29792	PA14_37560	PA14_71650	0.5
29797	PA14_46970	PA14_71650	0.5
29799	PA14_35440	PA14_71650	0.5
29801	PA14_54450	PA14_71650	0.5
29803	PA14_00640	PA14_54450	0.5
29804	PA14_19370	PA14_54450	0.5
29805	PA14_37560	PA14_54450	0.5
29806	PA14_46970	PA14_54450	0.5
29807	PA14_35440	PA14_54450	0.5
29808	PA14_03430	PA14_03450	0.5
29811	PA14_00640	PA14_05260	0.5
29812	PA14_05260	PA14_19370	0.5
29813	PA14_05260	PA14_37560	0.5
29815	PA14_05260	PA14_46970	0.5
29816	PA14_05260	PA14_35440	0.5
29817	PA14_05260	PA14_54450	0.5
29818	PA14_03860	PA14_43320	0.5
29819	PA14_03880	PA14_43320	0.5
29820	PA14_20670	PA14_43320	0.5
29821	PA14_38140	PA14_43320	0.5
29822	PA14_43320	PA14_44240	0.5
29823	PA14_43320	PA14_67600	0.5
29824	PA14_43320	PA14_72690	0.5
29825	PA14_43320	PA14_72850	0.5
29835	PA14_43320	PA14_66560	0.5
29836	PA14_43320	PA14_66570	0.5
29839	PA14_05260	PA14_71650	0.5
29840	PA14_69500	PA14_71650	0.5
29843	PA14_18830	PA14_71650	0.5
29844	PA14_18850	PA14_71650	0.5
29845	PA14_30110	PA14_71650	0.5
29849	PA14_18830	PA14_69500	0.5
29850	PA14_18850	PA14_69500	0.5
29851	PA14_30110	PA14_69500	0.5
29852	PA14_03860	PA14_46970	0.5
29853	PA14_03880	PA14_46970	0.5
29854	PA14_20670	PA14_46970	0.5
29855	PA14_38140	PA14_46970	0.5
29856	PA14_44240	PA14_46970	0.5
29857	PA14_46970	PA14_67600	0.5
29858	PA14_46970	PA14_72690	0.5
29859	PA14_46970	PA14_72850	0.5
29861	PA14_46970	PA14_66560	0.5
29862	PA14_46970	PA14_66570	0.5
29863	PA14_24445	PA14_66560	0.5
29864	PA14_24445	PA14_66570	0.5
29868	PA14_14960	PA14_24445	0.5
29870	PA14_60710	PA14_66560	0.5
29871	PA14_60710	PA14_66570	0.5
29873	PA14_14960	PA14_60710	0.5
29874	PA14_14960	PA14_66560	0.5
29875	PA14_14960	PA14_66570	0.5
29876	PA14_03860	PA14_66560	0.5
29877	PA14_03860	PA14_66570	0.5
29878	PA14_03880	PA14_66560	0.5
29879	PA14_03880	PA14_66570	0.5
29880	PA14_20670	PA14_66560	0.5
29881	PA14_20670	PA14_66570	0.5
29882	PA14_38140	PA14_66560	0.5
29883	PA14_38140	PA14_66570	0.5
29884	PA14_44240	PA14_66560	0.5
29885	PA14_44240	PA14_66570	0.5
29886	PA14_66560	PA14_67600	0.5
29887	PA14_66570	PA14_67600	0.5
29888	PA14_66560	PA14_72690	0.5
29889	PA14_66570	PA14_72690	0.5
29890	PA14_66560	PA14_72850	0.5
29891	PA14_66570	PA14_72850	0.5
29892	PA14_23920	PA14_62910	0.5
29893	PA14_23920	PA14_62930	0.5
29897	PA14_15810	PA14_23920	0.5
29898	PA14_23920	PA14_73170	0.5
29901	PA14_23920	PA14_46970	0.5
29903	PA14_23920	PA14_43320	0.5
29905	PA14_03860	PA14_23920	0.5
29906	PA14_03880	PA14_23920	0.5
29907	PA14_20670	PA14_23920	0.5
29908	PA14_23920	PA14_38140	0.5
29909	PA14_23920	PA14_44240	0.5
29910	PA14_23920	PA14_67600	0.5
29911	PA14_23920	PA14_72690	0.5
29912	PA14_23920	PA14_72850	0.5
29921	PA14_23920	PA14_66560	0.5
29922	PA14_23920	PA14_66570	0.5
29925	PA14_14960	PA14_54450	0.5
29928	PA14_18740	PA14_65230	0.5
29931	PA14_15810	PA14_62910	0.5
29932	PA14_62910	PA14_73170	0.5
29933	PA14_15810	PA14_62930	0.5
29934	PA14_62930	PA14_73170	0.5
29935	PA14_46970	PA14_62910	0.5
29936	PA14_46970	PA14_62930	0.5
29937	PA14_43320	PA14_62910	0.5
29938	PA14_43320	PA14_62930	0.5
29939	PA14_03860	PA14_62910	0.5
29940	PA14_03880	PA14_62910	0.5
29941	PA14_20670	PA14_62910	0.5
29942	PA14_38140	PA14_62910	0.5
29943	PA14_44240	PA14_62910	0.5
29944	PA14_62910	PA14_67600	0.5
29945	PA14_62910	PA14_72690	0.5
29946	PA14_62910	PA14_72850	0.5
29947	PA14_03860	PA14_62930	0.5
29948	PA14_03880	PA14_62930	0.5
29949	PA14_20670	PA14_62930	0.5
29950	PA14_38140	PA14_62930	0.5
29951	PA14_44240	PA14_62930	0.5
29952	PA14_62930	PA14_67600	0.5
29953	PA14_62930	PA14_72690	0.5
29954	PA14_62930	PA14_72850	0.5
29955	PA14_62910	PA14_66560	0.5
29956	PA14_62910	PA14_66570	0.5
29957	PA14_62930	PA14_66560	0.5
29958	PA14_62930	PA14_66570	0.5
29959	PA14_15810	PA14_46970	0.5
29960	PA14_46970	PA14_73170	0.5
29961	PA14_15810	PA14_43320	0.5
29962	PA14_43320	PA14_73170	0.5
29963	PA14_05260	PA14_18740	0.5
29964	PA14_03860	PA14_15810	0.5
29965	PA14_03880	PA14_15810	0.5
29966	PA14_15810	PA14_20670	0.5
29967	PA14_15810	PA14_38140	0.5
29968	PA14_15810	PA14_44240	0.5
29969	PA14_15810	PA14_67600	0.5
29970	PA14_15810	PA14_72690	0.5
29971	PA14_15810	PA14_72850	0.5
29972	PA14_03860	PA14_73170	0.5
29973	PA14_03880	PA14_73170	0.5
29974	PA14_20670	PA14_73170	0.5
29975	PA14_38140	PA14_73170	0.5
29976	PA14_44240	PA14_73170	0.5
29977	PA14_67600	PA14_73170	0.5
29978	PA14_72690	PA14_73170	0.5
29979	PA14_72850	PA14_73170	0.5
29980	PA14_15810	PA14_66560	0.5
29981	PA14_15810	PA14_66570	0.5
29982	PA14_66560	PA14_73170	0.5
29983	PA14_66570	PA14_73170	0.5
29984	PA14_00640	PA14_18740	0.5
29985	PA14_18740	PA14_19370	0.5
29986	PA14_18740	PA14_37560	0.5
29987	PA14_18740	PA14_46970	0.5
29988	PA14_18740	PA14_35440	0.5
29989	PA14_18740	PA14_54450	0.5
