	protein1	protein2	cost
136466	PA14_16000	PA14_63250	1.5
136467	PA14_63710	PA14_73230	1.0
136469	PA14_08820	PA14_63710	1.0
136471	PA14_23330	PA14_63710	1.0
136473	PA14_09080	PA14_63710	1.0
136475	PA14_58060	PA14_63710	1.0
136477	PA14_14830	PA14_69690	1.0
136479	PA14_14830	PA14_28660	1.0
136481	PA14_08750	PA14_14830	1.0
136483	PA14_09130	PA14_14830	1.0
136485	PA14_14830	PA14_60450	1.0
136487	PA14_08930	PA14_14830	1.0
136489	PA14_14830	PA14_65170	1.0
136491	PA14_14830	PA14_62880	1.0
136492	PA14_08750	PA14_58250	1.0
136493	PA14_58250	PA14_70190	1.0
136494	PA14_08840	PA14_58250	1.0
136496	PA14_11510	PA14_72980	1.5
136498	PA14_16000	PA14_44950	1.0
136500	PA14_15970	PA14_48650	1.0
136502	PA14_08750	PA14_70010	1.0
136504	PA14_70180	PA14_72580	1.5
136506	PA14_17530	PA14_23260	1.0
136509	PA14_08730	PA14_17310	1.0
136511	PA14_21690	PA14_62910	1.0
136513	PA14_09040	PA14_70480	1.0
136515	PA14_17530	PA14_60920	1.0
136517	PA14_08750	PA14_60920	1.0
136518	PA14_57020	PA14_71640	1.0
136520	PA14_08840	PA14_71640	1.0
136522	PA14_08730	PA14_60950	1.5
136524	PA14_08870	PA14_60950	1.5
136526	PA14_60800	PA14_72490	1.0
136528	PA14_08880	PA14_60800	1.0
136530	PA14_52420	PA14_60190	1.0
136532	PA14_00020	PA14_52420	1.0
136534	PA14_23330	PA14_52420	1.0
136536	PA14_52420	PA14_57220	1.0
136538	PA14_52420	PA14_53430	1.0
136540	PA14_27755	PA14_58150	1.0
136542	PA14_27755	PA14_29990	1.0
136544	PA14_17530	PA14_27755	1.0
136546	PA14_08920	PA14_27755	1.0
136548	PA14_08870	PA14_27755	1.0
136550	PA14_25040	PA14_27755	1.0
136552	PA14_27755	PA14_52420	1.0
136554	PA14_36290	PA14_56680	1.5
136556	PA14_10140	PA14_36290	1.5
136557	PA14_51830	PA14_52420	1.0
136559	PA14_52420	PA14_60590	1.0
136560	PA14_50800	PA14_70010	1.0
136562	PA14_08740	PA14_70010	1.0
136564	PA14_65180	PA14_70010	1.0
136566	PA14_57220	PA14_70010	1.0
136568	PA14_44070	PA14_62420	1.0
136570	PA14_23330	PA14_62420	1.0
136572	PA14_57580	PA14_62420	1.0
136574	PA14_25670	PA14_38630	1.0
136575	PA14_11890	PA14_51830	1.0
136577	PA14_08860	PA14_11890	1.0
136579	PA14_11890	PA14_59050	1.0
136581	PA14_08750	PA14_57880	1.0
136583	PA14_22520	PA14_36290	1.5
136585	PA14_08730	PA14_70770	1.0
136587	PA14_65150	PA14_70770	1.0
136589	PA14_08870	PA14_70770	1.0
136591	PA14_70770	PA14_71640	1.0
136592	PA14_16660	PA14_51830	1.0
136594	PA14_08750	PA14_72580	1.5
136596	PA14_21760	PA14_23110	1.0
136597	PA14_09080	PA14_51830	1.0
136599	PA14_11550	PA14_17530	1.0
136603	PA14_58560	PA14_62910	1.5
136605	PA14_41240	PA14_54390	1.5
136607	PA14_17530	PA14_41230	1.0
136609	PA14_09200	PA14_41050	1.0
136610	PA14_57020	PA14_68430	1.0
136613	PA14_30290	PA14_57275	1.0
136615	PA14_57275	PA14_57275	1.0
136617	PA14_08820	PA14_57390	1.0
136619	PA14_08820	PA14_57340	1.0
136621	PA14_08820	PA14_64980	1.0
136623	PA14_17260	PA14_18750	1.0
136625	PA14_18750	PA14_44630	1.0
136626	PA14_11340	PA14_57020	1.0
136628	PA14_00020	PA14_42020	1.5
136631	PA14_08680	PA14_42020	1.5
136632	PA14_08830	PA14_42020	1.5
136635	PA14_09200	PA14_18230	1.5
136637	PA14_08820	PA14_61660	1.0
136639	PA14_17960	PA14_66570	1.0
136640	PA14_57020	PA14_60190	1.0
136643	PA14_17530	PA14_52010	1.0
136645	PA14_41220	PA14_65310	1.0
136648	PA14_08680	PA14_65310	1.0
136649	PA14_08830	PA14_65310	1.0
136652	PA14_07090	PA14_14770	1.0
136655	PA14_08680	PA14_14770	1.0
136656	PA14_08830	PA14_14770	1.0
136660	PA14_08820	PA14_66790	1.0
136662	PA14_66790	PA14_66790	1.0
136664	PA14_39590	PA14_66790	1.0
136666	PA14_17530	PA14_66790	1.0
136668	PA14_23680	PA14_41800	1.0
136670	PA14_28660	PA14_58100	1.0
136671	PA14_03360	PA14_28660	1.0
136673	PA14_11560	PA14_69190	1.0
136675	PA14_08910	PA14_11560	1.0
136677	PA14_09100	PA14_11560	1.0
136680	PA14_08680	PA14_11560	1.0
136681	PA14_08830	PA14_11560	1.0
136683	PA14_09080	PA14_17310	1.0
136685	PA14_21690	PA14_51830	1.0
136687	PA14_17320	PA14_21690	1.0
136688	PA14_11890	PA14_57020	1.0
136690	PA14_41800	PA14_57275	1.0
136693	PA14_08730	PA14_11560	1.0
136695	PA14_05960	PA14_21400	1.0
136697	PA14_23110	PA14_52570	1.0
136699	PA14_24675	PA14_52570	1.0
136701	PA14_08820	PA14_62960	1.0
136703	PA14_56740	PA14_57020	1.5
136705	PA14_01710	PA14_21690	1.0
136707	PA14_04910	PA14_57410	1.0
136709	PA14_09100	PA14_62560	1.0
136712	PA14_17960	PA14_21690	1.0
136714	PA14_07190	PA14_21690	1.0
136716	PA14_21690	PA14_53480	1.0
136718	PA14_20890	PA14_21690	1.0
136720	PA14_08970	PA14_21690	1.0
136722	PA14_09115	PA14_21690	1.0
136724	PA14_21690	PA14_23330	1.0
136726	PA14_09100	PA14_21690	1.0
136728	PA14_21690	PA14_41250	1.0
136730	PA14_17070	PA14_21690	1.0
136731	PA14_21690	PA14_51990	1.0
136732	PA14_25440	PA14_57020	1.0
136736	PA14_16530	PA14_29400	1.5
136738	PA14_12130	PA14_36590	1.0
136740	PA14_22020	PA14_36590	1.0
136742	PA14_41800	PA14_70810	1.0
136744	PA14_07090	PA14_17530	1.0
136747	PA14_08680	PA14_66670	1.0
136748	PA14_08830	PA14_66670	1.0
136749	PA14_51990	PA14_66670	1.0
136752	PA14_08680	PA14_12060	1.5
136753	PA14_08830	PA14_12060	1.5
136755	PA14_06420	PA14_12060	1.5
136757	PA14_08820	PA14_58150	1.0
136759	PA14_17530	PA14_58150	1.0
136760	PA14_57020	PA14_57330	1.5
136762	PA14_08820	PA14_57410	1.0
136764	PA14_20890	PA14_57410	1.0
136767	PA14_08680	PA14_58870	1.5
136768	PA14_08830	PA14_58870	1.5
136770	PA14_29990	PA14_62560	1.0
136772	PA14_11450	PA14_44630	1.0
136774	PA14_07090	PA14_29990	1.0
136776	PA14_23330	PA14_65660	1.0
136778	PA14_09080	PA14_65660	1.0
136779	PA14_51830	PA14_62560	1.0
136781	PA14_23110	PA14_62560	1.0
136783	PA14_08880	PA14_62560	1.0
136785	PA14_08860	PA14_62560	1.0
136787	PA14_57590	PA14_62560	1.0
136789	PA14_24675	PA14_62560	1.0
136790	PA14_24270	PA14_57020	1.5
136793	PA14_08680	PA14_49180	1.0
136794	PA14_08830	PA14_49180	1.0
136796	PA14_01710	PA14_46220	1.0
136798	PA14_46220	PA14_60190	1.0
136800	PA14_17320	PA14_46220	1.0
136802	PA14_08820	PA14_46220	1.0
136803	PA14_46220	PA14_57020	1.0
136805	PA14_07190	PA14_46220	1.0
136807	PA14_21410	PA14_46220	1.0
136809	PA14_08910	PA14_46220	1.0
136811	PA14_09100	PA14_46220	1.0
136813	PA14_41250	PA14_46220	1.0
136814	PA14_46220	PA14_51990	1.0
136816	PA14_11690	PA14_57010	1.5
136821	PA14_00020	PA14_54170	1.0
136824	PA14_08680	PA14_54170	1.0
136825	PA14_08830	PA14_54170	1.0
136826	PA14_55660	PA14_57020	1.5
136828	PA14_14040	PA14_65150	1.5
136830	PA14_49180	PA14_58150	1.0
136832	PA14_08970	PA14_49180	1.0
136834	PA14_08910	PA14_49180	1.0
136837	PA14_23110	PA14_45050	1.0
136839	PA14_08720	PA14_14040	1.5
136841	PA14_60190	PA14_61880	1.0
136843	PA14_08820	PA14_61880	1.0
136845	PA14_23110	PA14_65080	1.0
136847	PA14_24650	PA14_60190	1.0
136850	PA14_08680	PA14_24650	1.0
136851	PA14_08830	PA14_24650	1.0
136853	PA14_62710	PA14_73420	1.0
136855	PA14_25580	PA14_73420	1.0
136857	PA14_17530	PA14_70420	1.0
136860	PA14_41250	PA14_70450	1.5
136863	PA14_14040	PA14_70470	1.0
136865	PA14_09200	PA14_23260	1.0
136867	PA14_09200	PA14_65605	1.0
136869	PA14_08880	PA14_09200	1.0
136871	PA14_09100	PA14_09200	1.0
136873	PA14_09200	PA14_73400	1.5
136876	PA14_08680	PA14_09200	1.5
136877	PA14_08830	PA14_09200	1.5
136879	PA14_25040	PA14_57020	1.0
136881	PA14_30660	PA14_49900	1.0
136883	PA14_00780	PA14_12300	1.5
136884	PA14_16710	PA14_66610	1.5
136886	PA14_00050	PA14_14830	1.0
136888	PA14_57020	PA14_57970	1.5
136891	PA14_08680	PA14_57970	1.5
136892	PA14_08830	PA14_57970	1.5
136893	PA14_57020	PA14_62880	1.0
136895	PA14_09100	PA14_62880	1.0
136898	PA14_08680	PA14_62880	1.0
136899	PA14_08830	PA14_62880	1.0
136900	PA14_57020	PA14_70480	1.5
136901	PA14_57020	PA14_72580	1.5
136903	PA14_23110	PA14_27370	1.5
136905	PA14_23330	PA14_61740	1.0
136907	PA14_21410	PA14_61880	1.0
136909	PA14_20890	PA14_58870	1.5
136912	PA14_08680	PA14_53480	1.5
136913	PA14_08830	PA14_53480	1.5
136915	PA14_41800	PA14_58150	1.0
136917	PA14_23330	PA14_64980	1.5
136919	PA14_00050	PA14_49180	1.0
136921	PA14_09115	PA14_46220	1.0
136923	PA14_41060	PA14_66720	1.0
136925	PA14_15990	PA14_44630	1.0
136927	PA14_08820	PA14_14830	1.0
136930	PA14_08680	PA14_57880	1.5
136931	PA14_08830	PA14_57880	1.5
136933	PA14_57220	PA14_65310	1.5
136934	PA14_20890	PA14_57020	1.5
136935	PA14_41250	PA14_57020	1.5
136937	PA14_08880	PA14_65310	1.5
136939	PA14_09080	PA14_65310	1.5
136941	PA14_09200	PA14_14460	1.5
136943	PA14_41250	PA14_42790	1.5
136946	PA14_23110	PA14_65310	1.5
136948	PA14_08730	PA14_23110	1.5
136950	PA14_08880	PA14_23110	1.5
136952	PA14_08860	PA14_23110	1.5
136954	PA14_23110	PA14_65150	1.5
136956	PA14_23110	PA14_57590	1.5
136958	PA14_09100	PA14_23110	1.5
136960	PA14_08840	PA14_23110	1.5
136962	PA14_08860	PA14_25560	1.5
136964	PA14_09100	PA14_25560	1.5
136965	PA14_09115	PA14_70450	1.5
136966	PA14_07520	PA14_70450	1.5
136968	PA14_09200	PA14_56080	1.5
136970	PA14_08840	PA14_14830	1.5
136972	PA14_60460	PA14_65310	1.5
136974	PA14_65180	PA14_65310	1.5
136976	PA14_17310	PA14_60460	1.5
136978	PA14_17310	PA14_57580	1.5
136979	PA14_62770	PA14_70450	1.5
136981	PA14_23110	PA14_25580	1.0
136983	PA14_15970	PA14_23110	1.5
136985	PA14_23110	PA14_62880	1.5
136987	PA14_25560	PA14_65310	1.5
136989	PA14_28680	PA14_73420	1.5
136991	PA14_60460	PA14_73420	1.5
136993	PA14_05960	PA14_57220	1.5
136995	PA14_51820	PA14_62760	1.0
136997	PA14_21410	PA14_62760	1.5
136999	PA14_56240	PA14_62760	1.0
137001	PA14_41250	PA14_62760	1.0
137003	PA14_43950	PA14_62760	1.0
137005	PA14_17320	PA14_72970	1.0
137006	PA14_16000	PA14_72970	1.0
137008	PA14_08840	PA14_72970	1.0
137010	PA14_15970	PA14_72970	1.0
137012	PA14_57740	PA14_62760	1.0
137014	PA14_23070	PA14_62760	1.0
137016	PA14_49180	PA14_62760	1.0
137017	PA14_23310	PA14_69925	1.0
137020	PA14_08680	PA14_69925	1.0
137021	PA14_08830	PA14_69925	1.0
137023	PA14_09200	PA14_73250	1.0
137025	PA14_57010	PA14_73250	1.0
137027	PA14_09040	PA14_73250	1.0
137029	PA14_57590	PA14_73250	1.0
137031	PA14_08720	PA14_73250	1.0
137033	PA14_70190	PA14_73250	1.0
137035	PA14_09080	PA14_73250	1.0
137037	PA14_62590	PA14_73250	1.0
137039	PA14_31730	PA14_73250	1.0
137041	PA14_29400	PA14_73250	1.0
137043	PA14_16670	PA14_73250	1.0
137045	PA14_49900	PA14_73250	1.0
137047	PA14_08740	PA14_72970	1.0
137049	PA14_00020	PA14_69925	1.0
137051	PA14_08860	PA14_30660	1.5
137053	PA14_08910	PA14_73250	1.0
137054	PA14_00020	PA14_57020	1.5
137056	PA14_08860	PA14_73420	1.5
137058	PA14_14830	PA14_17530	1.5
137060	PA14_08970	PA14_23110	1.5
137062	PA14_57590	PA14_72970	1.0
137063	PA14_66610	PA14_73250	1.0
137065	PA14_30660	PA14_57590	1.5
137067	PA14_08980	PA14_30660	1.5
137069	PA14_14830	PA14_28680	1.5
137071	PA14_14830	PA14_15970	1.5
137073	PA14_23110	PA14_30200	1.5
137075	PA14_17530	PA14_62960	1.5
137077	PA14_15960	PA14_17190	1.5
137079	PA14_08820	PA14_57275	1.5
137081	PA14_17530	PA14_57275	1.5
137083	PA14_08910	PA14_25560	1.5
137085	PA14_23110	PA14_70470	1.5
137087	PA14_09200	PA14_57220	1.5
137089	PA14_14600	PA14_23110	1.5
137091	PA14_09200	PA14_25110	1.5
137093	PA14_12330	PA14_42790	1.5
137095	PA14_12330	PA14_23110	1.5
137097	PA14_23260	PA14_23260	1.0
137099	PA14_32590	PA14_45300	1.0
137102	PA14_70750	PA14_70750	1.0
137104	PA14_13740	PA14_13740	1.0
137106	PA14_69640	PA14_69640	1.0
137108	PA14_14730	PA14_69640	1.0
137110	PA14_12610	PA14_12610	1.0
137112	PA14_68130	PA14_68130	1.0
137114	PA14_33770	PA14_33770	1.0
137116	PA14_33770	PA14_65750	1.0
137117	PA14_65310	PA14_65310	1.0
137118	PA14_66770	PA14_66770	1.0
137120	PA14_17960	PA14_17960	1.0
137122	PA14_45050	PA14_45050	1.0
137123	PA14_51830	PA14_51830	1.0
137124	PA14_41230	PA14_41230	1.0
137126	PA14_51710	PA14_61740	1.0
137128	PA14_30310	PA14_51710	1.0
137130	PA14_37790	PA14_66980	1.0
137132	PA14_30310	PA14_61740	1.0
137134	PA14_11530	PA14_62290	1.0
137136	PA14_09090	PA14_65150	1.0
137138	PA14_31010	PA14_31010	1.0
137140	PA14_25160	PA14_25160	1.0
137142	PA14_30190	PA14_46450	1.0
137144	PA14_08695	PA14_09050	1.0
137146	PA14_49170	PA14_49170	1.0
137148	PA14_19230	PA14_19230	1.0
137150	PA14_08695	PA14_62810	1.0
137152	PA14_08695	PA14_08695	1.0
137154	PA14_09050	PA14_09050	1.0
137156	PA14_41010	PA14_41010	1.0
137158	PA14_04920	PA14_67790	1.0
137160	PA14_00200	PA14_08900	1.0
137162	PA14_00200	PA14_09130	1.0
137164	PA14_60190	PA14_62970	1.0
137166	PA14_14710	PA14_14710	1.0
137168	PA14_17675	PA14_17675	1.0
137169	PA14_06530	PA14_25670	1.0
137171	PA14_09180	PA14_57080	1.0
137173	PA14_30660	PA14_57080	1.0
137175	PA14_24240	PA14_24240	1.0
137177	PA14_09180	PA14_09180	1.0
137179	PA14_09180	PA14_14460	1.0
137181	PA14_23510	PA14_50760	1.0
137183	PA14_23510	PA14_23510	1.0
137185	PA14_30660	PA14_43970	1.0
137187	PA14_17060	PA14_30660	1.0
137190	PA14_08680	PA14_65420	1.0
137191	PA14_08830	PA14_65420	1.0
137195	PA14_32740	PA14_72970	1.0
137196	PA14_08680	PA14_72640	1.0
137197	PA14_08830	PA14_72640	1.0
137200	PA14_08680	PA14_62990	1.0
137201	PA14_08830	PA14_62990	1.0
137204	PA14_08680	PA14_18210	1.0
137205	PA14_08830	PA14_18210	1.0
137208	PA14_07520	PA14_08680	1.0
137209	PA14_07520	PA14_08830	1.0
137212	PA14_08680	PA14_64960	1.0
137213	PA14_08830	PA14_64960	1.0
137215	PA14_29350	PA14_72970	1.0
137217	PA14_72970	PA14_72970	1.0
137221	PA14_08680	PA14_27500	1.0
137222	PA14_08830	PA14_27500	1.0
137224	PA14_16050	PA14_16050	1.0
137227	PA14_08680	PA14_66720	1.0
137228	PA14_08830	PA14_66720	1.0
137231	PA14_08680	PA14_72620	1.0
137232	PA14_08830	PA14_72620	1.0
137235	PA14_08680	PA14_52600	1.0
137236	PA14_08830	PA14_52600	1.0
137239	PA14_08680	PA14_26970	1.0
137240	PA14_08830	PA14_26970	1.0
137242	PA14_17060	PA14_52010	1.0
137244	PA14_17110	PA14_17110	1.0
137249	PA14_21400	PA14_51830	1.0
137255	PA14_17060	PA14_66790	1.0
137257	PA14_64110	PA14_66790	1.0
137259	PA14_07620	PA14_66790	1.0
137262	PA14_13780	PA14_66790	1.0
137264	PA14_29990	PA14_66790	1.0
137266	PA14_08850	PA14_66790	1.0
137268	PA14_09020	PA14_66790	1.0
137270	PA14_08810	PA14_66790	1.0
137272	PA14_57220	PA14_66790	1.0
137275	PA14_42460	PA14_66790	1.0
137276	PA14_64110	PA14_66770	1.0
137277	PA14_08850	PA14_66770	1.0
137278	PA14_08810	PA14_66770	1.0
137279	PA14_08680	PA14_66770	1.0
137280	PA14_08830	PA14_66770	1.0
137281	PA14_08680	PA14_66770	1.0
137282	PA14_08830	PA14_66770	1.0
137283	PA14_23110	PA14_66770	1.0
137286	PA14_08680	PA14_60370	1.0
137287	PA14_08830	PA14_60370	1.0
137290	PA14_08680	PA14_25530	1.0
137291	PA14_08830	PA14_25530	1.0
137293	PA14_63090	PA14_70570	1.0
137297	PA14_08680	PA14_41800	1.0
137298	PA14_08830	PA14_41800	1.0
137301	PA14_08680	PA14_62840	1.0
137302	PA14_08830	PA14_62840	1.0
137306	PA14_08680	PA14_61660	1.0
137307	PA14_08830	PA14_61660	1.0
137313	PA14_08680	PA14_44970	1.0
137314	PA14_08830	PA14_44970	1.0
137317	PA14_09020	PA14_60350	1.0
137319	PA14_08810	PA14_60350	1.0
137322	PA14_09040	PA14_61770	1.0
137324	PA14_08810	PA14_61770	1.0
137328	PA14_08680	PA14_55670	1.0
137329	PA14_08830	PA14_55670	1.0
137332	PA14_08680	PA14_16220	1.0
137333	PA14_08830	PA14_16220	1.0
137336	PA14_08680	PA14_11430	1.0
137337	PA14_08830	PA14_11430	1.0
137340	PA14_08680	PA14_25560	1.0
137341	PA14_08830	PA14_25560	1.0
137344	PA14_08680	PA14_70420	1.0
137345	PA14_08830	PA14_70420	1.0
137352	PA14_08680	PA14_08680	1.0
137353	PA14_08680	PA14_08830	1.0
137354	PA14_08680	PA14_08830	1.0
137355	PA14_08830	PA14_08830	1.0
137359	PA14_08680	PA14_14440	1.0
137360	PA14_08830	PA14_14440	1.0
137362	PA14_08680	PA14_23810	1.0
137363	PA14_08830	PA14_23810	1.0
137365	PA14_60350	PA14_65200	1.0
137367	PA14_05560	PA14_25580	1.0
137370	PA14_08680	PA14_41160	1.0
137371	PA14_08830	PA14_41160	1.0
137377	PA14_08680	PA14_70430	1.0
137378	PA14_08830	PA14_70430	1.0
137381	PA14_04930	PA14_15960	1.0
137383	PA14_04900	PA14_04930	1.0
137385	PA14_04930	PA14_57220	1.0
137387	PA14_08780	PA14_71870	1.0
137389	PA14_44670	PA14_57275	1.0
137391	PA14_09180	PA14_62200	1.0
137393	PA14_41230	PA14_57275	1.0
137395	PA14_22020	PA14_25560	1.0
137397	PA14_22020	PA14_22020	1.0
137399	PA14_30100	PA14_30100	1.0
137401	PA14_00170	PA14_57960	1.0
137403	PA14_14910	PA14_17150	1.0
137406	PA14_72360	PA14_72360	1.0
137411	PA14_13730	PA14_13730	1.0
137413	PA14_72560	PA14_72560	1.0
137415	PA14_68680	PA14_68680	1.0
137417	PA14_51790	PA14_51790	1.0
137418	PA14_13230	PA14_16000	1.5
137419	PA14_50800	PA14_50800	1.0
137421	PA14_56300	PA14_65130	1.0
137423	PA14_08870	PA14_65130	1.5
137425	PA14_51720	PA14_51720	1.0
137428	PA14_41220	PA14_41220	1.0
137432	PA14_22010	PA14_22010	1.0
137434	PA14_22010	PA14_22010	1.0
137436	PA14_22010	PA14_22010	1.0
137438	PA14_22010	PA14_22010	1.0
137440	PA14_00100	PA14_00100	1.0
137442	PA14_00100	PA14_70260	1.0
137444	PA14_57320	PA14_57320	1.0
137446	PA14_02230	PA14_17520	1.0
137447	PA14_41240	PA14_41240	1.0
137448	PA14_22930	PA14_22930	1.0
137450	PA14_61710	PA14_61710	1.0
137452	PA14_27510	PA14_41230	1.0
137453	PA14_03360	PA14_27510	1.0
137455	PA14_04390	PA14_44020	1.0
137456	PA14_66770	PA14_66770	1.0
137457	PA14_66770	PA14_66770	1.0
137460	PA14_62830	PA14_62830	1.0
137462	PA14_62830	PA14_62830	1.0
137464	PA14_09090	PA14_12310	1.0
137465	PA14_16000	PA14_51810	1.0
137467	PA14_30210	PA14_30230	1.0
137469	PA14_30210	PA14_30230	1.0
137471	PA14_00020	PA14_00020	1.0
137473	PA14_03360	PA14_50480	1.0
137475	PA14_16670	PA14_44630	1.0
137478	PA14_06500	PA14_62720	1.0
137480	PA14_25660	PA14_25660	1.0
137481	PA14_70690	PA14_70930	1.0
137483	PA14_02230	PA14_30740	1.0
137484	PA14_07740	PA14_07740	1.0
137485	PA14_07740	PA14_07740	1.0
137487	PA14_17420	PA14_65200	1.0
137489	PA14_61660	PA14_61660	1.0
137491	PA14_62590	PA14_62590	1.0
137493	PA14_62590	PA14_62590	1.0
137495	PA14_35320	PA14_35320	1.0
137497	PA14_35320	PA14_35320	1.0
137499	PA14_23990	PA14_23990	1.0
137501	PA14_17280	PA14_17280	1.0
137502	PA14_65190	PA14_65190	1.0
137504	PA14_38660	PA14_38660	1.0
137506	PA14_58600	PA14_58600	1.0
137508	PA14_65130	PA14_65130	1.0
137510	PA14_65130	PA14_65130	1.0
137512	PA14_54450	PA14_54450	1.0
137514	PA14_68680	PA14_68680	1.0
137515	PA14_71620	PA14_71620	1.0
137517	PA14_66790	PA14_66790	1.0
137519	PA14_16050	PA14_16050	1.0
137521	PA14_37965	PA14_37965	1.0
137523	PA14_12870	PA14_12870	1.0
137525	PA14_65750	PA14_65750	1.0
137527	PA14_13230	PA14_13230	1.0
137528	PA14_50800	PA14_50800	1.0
137530	PA14_17500	PA14_17500	1.0
137534	PA14_68110	PA14_68110	1.0
137536	PA14_24910	PA14_24910	1.0
137538	PA14_24910	PA14_24910	1.0
137540	PA14_24910	PA14_24910	1.0
137541	PA14_57010	PA14_57010	1.0
137543	PA14_69925	PA14_69925	1.0
137545	PA14_69925	PA14_69925	1.0
137547	PA14_04930	PA14_57010	1.0
137549	PA14_66080	PA14_66080	1.0
137551	PA14_66080	PA14_66080	1.0
137554	PA14_05540	PA14_14610	1.0
137556	PA14_05540	PA14_14610	1.0
137557	PA14_05540	PA14_05540	1.0
137559	PA14_17530	PA14_17530	1.0
137564	PA14_14910	PA14_17150	1.0
137571	PA14_14910	PA14_17150	1.0
137574	PA14_72360	PA14_72360	1.0
137575	PA14_18700	PA14_18700	1.0
137577	PA14_00200	PA14_08900	1.0
137579	PA14_00200	PA14_09130	1.0
137580	PA14_17930	PA14_17930	1.0
137582	PA14_30210	PA14_30230	1.0
137584	PA14_30210	PA14_30230	1.0
137586	PA14_61050	PA14_61050	1.0
137588	PA14_61050	PA14_61050	1.0
137590	PA14_61050	PA14_61050	1.0
137591	PA14_57010	PA14_57010	1.0
137593	PA14_35170	PA14_35170	1.0
137595	PA14_54370	PA14_54370	1.0
137597	PA14_54370	PA14_54370	1.0
137599	PA14_69795	PA14_69795	1.0
137601	PA14_69795	PA14_69795	1.0
137602	PA14_25560	PA14_25560	1.0
137603	PA14_54390	PA14_54390	1.0
137604	PA14_54390	PA14_54390	1.0
137605	PA14_70640	PA14_70640	1.0
137606	PA14_70640	PA14_70640	1.0
137608	PA14_12450	PA14_12450	1.0
137610	PA14_12450	PA14_12450	1.0
137612	PA14_12450	PA14_12450	1.0
137614	PA14_17110	PA14_17110	1.0
137616	PA14_30100	PA14_30100	1.0
137618	PA14_69795	PA14_69795	1.0
137620	PA14_11660	PA14_11660	1.0
137622	PA14_69795	PA14_69795	1.0
137624	PA14_49170	PA14_49170	1.0
137626	PA14_72560	PA14_72560	1.0
137628	PA14_72560	PA14_72560	1.0
137630	PA14_41220	PA14_41220	1.0
137632	PA14_11530	PA14_62290	1.0
137634	PA14_11530	PA14_62290	1.0
137636	PA14_09180	PA14_09180	1.0
137638	PA14_09180	PA14_09180	1.0
137640	PA14_17180	PA14_17180	1.0
137642	PA14_60190	PA14_62970	1.0
137644	PA14_60190	PA14_62970	1.0
137646	PA14_60190	PA14_62970	1.0
137648	PA14_60190	PA14_62970	1.0
137650	PA14_60190	PA14_62970	1.0
137652	PA14_66080	PA14_66080	1.0
137654	PA14_57275	PA14_57275	1.0
137656	PA14_44670	PA14_57275	1.0
137658	PA14_57275	PA14_57275	1.0
137660	PA14_04930	PA14_15960	1.0
137662	PA14_04930	PA14_15960	1.0
137664	PA14_04930	PA14_15960	1.0
137666	PA14_04900	PA14_04930	1.0
137668	PA14_04930	PA14_57220	1.0
137670	PA14_04930	PA14_15960	1.0
137671	PA14_54390	PA14_54390	1.0
137672	PA14_54390	PA14_54390	1.0
137674	PA14_08760	PA14_71870	1.0
137676	PA14_08780	PA14_71870	1.0
137678	PA14_08780	PA14_71870	1.0
137679	PA14_09115	PA14_70450	1.0
137681	PA14_08780	PA14_71870	1.0
137682	PA14_09115	PA14_70450	1.0
137684	PA14_09115	PA14_71870	1.0
137685	PA14_18700	PA14_18700	1.0
137686	PA14_18700	PA14_18700	1.0
137687	PA14_08370	PA14_08370	1.0
137689	PA14_14710	PA14_14710	1.0
137691	PA14_17675	PA14_17675	1.0
137692	PA14_05540	PA14_05540	1.0
137694	PA14_65750	PA14_65750	1.0
137696	PA14_65750	PA14_65750	1.0
137698	PA14_65750	PA14_65750	1.0
137700	PA14_41010	PA14_41010	1.0
137702	PA14_09090	PA14_65150	1.0
137703	PA14_54390	PA14_54390	1.0
137704	PA14_54390	PA14_54390	1.0
137706	PA14_04920	PA14_67790	1.0
137708	PA14_04920	PA14_67790	1.0
137709	PA14_05540	PA14_05540	1.0
137710	PA14_05540	PA14_05540	1.0
137712	PA14_61050	PA14_61050	1.0
137714	PA14_62290	PA14_62290	1.0
137716	PA14_11530	PA14_62290	1.0
137718	PA14_11530	PA14_62290	1.0
137720	PA14_62290	PA14_62290	1.0
137721	PA14_06530	PA14_25670	1.0
137722	PA14_06530	PA14_25670	1.0
137723	PA14_06530	PA14_25670	1.0
137725	PA14_60190	PA14_60190	1.0
137727	PA14_60190	PA14_60190	1.0
137729	PA14_60190	PA14_62970	1.0
137731	PA14_54390	PA14_54390	1.0
137732	PA14_54390	PA14_54390	1.0
137733	PA14_54390	PA14_54390	1.0
137735	PA14_19230	PA14_19230	1.0
137737	PA14_19230	PA14_19230	1.0
137738	PA14_41240	PA14_41240	1.0
137739	PA14_41240	PA14_41240	1.0
137740	PA14_41240	PA14_41240	1.0
137741	PA14_41240	PA14_41240	1.0
137743	PA14_25160	PA14_25160	1.0
137749	PA14_11660	PA14_11660	1.0
137751	PA14_08695	PA14_09050	1.0
137753	PA14_08695	PA14_62810	1.0
137755	PA14_31010	PA14_31010	1.0
137757	PA14_57275	PA14_57275	1.0
137759	PA14_16840	PA14_44000	1.0
137761	PA14_09115	PA14_60460	1.0
137762	PA14_09115	PA14_16000	1.0
137764	PA14_17310	PA14_57410	1.0
137766	PA14_30660	PA14_62720	1.0
137768	PA14_30660	PA14_60460	1.0
137770	PA14_28680	PA14_30660	1.0
