	protein1	protein2	cost
873	PA0456	PA5239	1.0
874	PA0001	PA4261	1.0
875	PA4239	PA4240	1.5
876	PA1803	PA3636	1.5
877	PA0782	PA0783	0.5
878	PA3494	PA3495	1.5
879	PA4248	PA4768	1.0
880	PA3654	PA4271	1.0
881	PA1449	PA1455	1.5
882	PA3744	PA3745	1.5
883	PA3987	PA4385	1.0
884	PA0580	PA4277	1.0
885	PA0313	PA2923	1.5
886	PA1452	PA1455	1.5
887	PA2626	PA4566	1.5
888	PA1078	PA1452	1.5
889	PA3657	PA4274	1.5
890	PA4260	PA4967	1.0
891	PA4263	PA4819	1.5
892	PA1803	PA3656	1.0
893	PA2743	PA4432	1.5
894	PA3011	PA4258	1.0
895	PA4755	PA4756	1.0
896	PA4262	PA4267	1.0
897	PA0576	PA1544	1.0
898	PA4239	PA4273	1.0
899	PA3714	PA4271	1.5
900	PA0336	PA4257	1.0
901	PA5034	PA5243	1.5
902	PA0456	PA2840	1.0
903	PA3742	PA4807	1.5
904	PA3622	PA4270	1.0
905	PA4932	PA4934	1.5
906	PA3656	PA4752	1.0
907	PA4760	PA5554	1.0
908	PA5316	PA5331	1.5
909	PA4260	PA4271	1.0
910	PA2840	PA4239	1.5
911	PA1534	PA2585	1.5
912	PA3832	PA4403	1.0
913	PA3976	PA4973	0.5
914	PA3980	PA4761	1.0
915	PA3138	PA5016	1.0
916	PA0402	PA4385	1.5
917	PA4244	PA4261	1.0
918	PA3337	PA3627	1.0
919	PA0546	PA3806	1.5
920	PA3083	PA4385	1.0
921	PA3981	PA4239	1.5
922	PA4258	PA4752	1.0
923	PA3637	PA3769	1.5
924	PA4723	PA4724	1.5
925	PA4273	PA4967	1.0
926	PA3823	PA4932	1.0
927	PA2840	PA5015	1.0
928	PA1618	PA4267	1.5
929	PA2619	PA4744	1.0
930	PA4745	PA4749	1.5
931	PA2975	PA4932	1.5
932	PA4385	PA5302	1.0
933	PA1534	PA5345	1.5
934	PA3746	PA4272	1.0
935	PA4358	PA4359	1.5
936	PA3832	PA4052	1.0
937	PA2975	PA4252	1.5
938	PA4258	PA4270	1.0
939	PA4271	PA4420	1.0
940	PA3490	PA3495	1.5
941	PA3743	PA3746	1.5
942	PA1079	PA1083	1.5
943	PA1586	PA1589	0.5
944	PA0376	PA4761	1.0
945	PA4237	PA4260	1.0
946	PA5085	PA5277	0.5
947	PA0966	PA5050	1.5
948	PA4248	PA4273	1.5
949	PA1179	PA5200	1.5
950	PA3806	PA4252	1.5
951	PA1800	PA3656	1.0
952	PA0945	PA4855	1.5
953	PA4385	PA4762	1.0
954	PA1832	PA4240	1.0
955	PA4263	PA4275	1.5
956	PA1816	PA3640	1.0
957	PA4385	PA4948	1.0
958	PA4283	PA5015	1.0
959	PA3861	PA4239	1.0
960	PA0002	PA4463	1.0
961	PA3534	PA4761	1.5
962	PA3981	PA5015	1.0
963	PA0772	PA1534	1.0
964	PA2924	PA5153	1.5
965	PA2614	PA4264	1.0
966	PA4248	PA4275	1.5
967	PA4240	PA4241	1.5
968	PA3823	PA4768	1.0
969	PA1636	PA5360	1.5
970	PA4744	PA4762	1.5
971	PA4761	PA4841	1.0
972	PA5316	PA5371	1.5
973	PA2975	PA4237	1.0
974	PA1802	PA4277	1.0
975	PA4019	PA5237	1.5
976	PA4403	PA4761	1.0
977	PA2071	PA4678	1.5
978	PA4238	PA4252	1.0
979	PA4749	PA4752	1.5
980	PA5259	PA5260	0.5
981	PA1802	PA4762	1.0
982	PA1803	PA4258	1.0
983	PA3861	PA4267	1.0
984	PA4254	PA4258	1.5
985	PA3876	PA3878	1.5
986	PA1053	PA3341	1.5
987	PA3495	PA5016	1.5
988	PA1086	PA1443	1.5
989	PA2741	PA2743	1.0
990	PA5015	PA5016	1.0
991	PA4239	PA4262	1.0
992	PA1564	PA5015	1.0
993	PA3987	PA4031	1.0
994	PA4251	PA4473	1.0
995	PA3379	PA3380	1.0
996	PA3372	PA3374	1.5
997	PA4749	PA5322	1.5
998	PA0004	PA3656	1.0
999	PA0009	PA4760	1.0
1000	PA3162	PA3806	1.5
1001	PA4403	PA4473	1.0
1002	PA3162	PA5338	1.0
1003	PA3779	PA5169	1.5
1004	PA4807	PA4944	1.0
1005	PA4238	PA4935	1.0
1006	PA4563	PA4839	1.0
1007	PA0873	PA5556	1.0
1008	PA4932	PA5338	1.0
1009	PA4761	PA5366	1.5
1010	PA0336	PA4239	1.0
1011	PA1081	PA1449	1.5
1012	PA2812	PA4760	1.5
1013	PA0336	PA4252	1.0
1014	PA4084	PA4085	1.5
1015	PA2071	PA4258	1.5
1016	PA2643	PA2647	0.5
1017	PA4238	PA4271	1.5
1018	PA2622	PA3048	1.0
1019	PA0456	PA2622	1.0
1020	PA1816	PA4271	1.5
1021	PA2743	PA4937	1.0
1022	PA2961	PA5015	1.0
1023	PA2741	PA2812	1.0
1024	PA4418	PA4421	0.5
1025	PA3806	PA4241	1.0
1026	PA1082	PA1449	1.0
1027	PA1340	PA1342	1.5
1028	PA4403	PA4407	1.0
1029	PA5016	PA5209	1.0
1030	PA4264	PA4420	1.0
1031	PA4244	PA4567	1.0
1032	PA3861	PA4257	1.0
1033	PA2071	PA4760	1.5
1034	PA1587	PA5335	1.5
1035	PA3981	PA4258	1.0
1036	PA0774	PA0775	0.5
1037	PA4243	PA4403	1.0
1038	PA4750	PA4751	1.5
1039	PA2639	PA2640	0.5
1040	PA4751	PA4752	1.5
1041	PA2197	PA4308	1.0
1042	PA2975	PA4239	1.5
1043	PA0313	PA1339	1.5
1044	PA0934	PA1543	1.5
1045	PA4477	PA4944	1.5
1046	PA1534	PA3617	1.5
1047	PA3813	PA4761	1.0
1048	PA2641	PA2644	0.5
1049	PA0972	PA0973	1.0
1050	PA4407	PA4413	1.5
1051	PA1804	PA4260	1.0
1052	PA4159	PA4161	1.5
1053	PA4262	PA4433	1.0
1054	PA1922	PA5556	1.5
1055	PA0002	PA5275	1.0
1056	PA3644	PA3645	1.5
1057	PA0009	PA4277	1.0
1058	PA1815	PA4246	1.0
1059	PA4932	PA4936	1.0
1060	PA1946	PA1948	1.0
1061	PA3017	PA4271	1.0
1062	PA4256	PA4262	1.5
1063	PA4246	PA4273	1.0
1064	PA4258	PA4269	1.0
1065	PA1081	PA1082	1.5
1066	PA4274	PA4275	1.5
1067	PA0546	PA4761	1.0
1068	PA2620	PA4760	1.0
1069	PA5016	PA5500	1.0
1070	PA3308	PA4275	1.5
1071	PA4385	PA4456	1.0
1072	PA2966	PA4403	1.5
1073	PA1610	PA4761	1.5
1074	PA3165	PA5140	0.5
1075	PA4274	PA4850	1.0
1076	PA1585	PA1589	0.5
1077	PA4241	PA4253	1.5
1078	PA2619	PA3656	1.5
1079	PA5567	PA5568	1.5
1080	PA4257	PA4807	1.0
1081	PA0546	PA5493	1.0
1082	PA0592	PA0593	1.5
1083	PA3743	PA3744	1.5
1084	PA3112	PA4270	1.5
1085	PA2638	PA2640	0.5
1086	PA2740	PA2743	1.5
1087	PA3243	PA4407	1.0
1088	PA2622	PA4263	1.0
1089	PA3656	PA3981	1.0
1090	PA1125	PA4263	1.5
1091	PA3028	PA3030	1.0
1092	PA0771	PA0773	1.5
1093	PA4819	PA4935	1.0
1094	PA0576	PA0579	1.5
1095	PA0552	PA4732	1.5
1096	PA0464	PA5361	1.5
1097	PA3007	PA5054	1.5
1098	PA4267	PA4473	1.5
1099	PA0579	PA4934	1.0
1100	PA0576	PA4246	1.0
1101	PA4945	PA4951	1.5
1102	PA4741	PA4745	1.5
1103	PA4428	PA4454	1.5
1104	PA5556	PA5560	0.5
1105	PA3987	PA4665	1.0
1106	PA3725	PA5016	1.0
1107	PA2975	PA3742	1.5
1108	PA1618	PA5015	1.5
1109	PA1084	PA1449	1.5
1110	PA1529	PA3656	1.0
1111	PA1610	PA3656	1.0
1112	PA3086	PA3584	1.5
1113	PA2964	PA2965	1.5
1114	PA4259	PA4273	1.0
1115	PA4246	PA4250	1.0
1116	PA0425	PA4974	1.0
1117	PA4237	PA4243	1.5
1118	PA3742	PA3743	1.5
1119	PA1455	PA4238	1.5
1120	PA4254	PA4261	1.5
1121	PA4247	PA4273	1.5
1122	PA4044	PA4277	1.0
1123	PA0654	PA1687	0.5
1124	PA4237	PA4271	1.0
1125	PA0587	PA0588	1.5
1126	PA1805	PA3801	1.0
1127	PA0336	PA4251	1.5
1128	PA3806	PA5019	1.0
1129	PA1094	PA1095	1.0
1130	PA2981	PA4997	1.5
1131	PA3656	PA4271	1.0
1132	PA2969	PA2970	1.5
1133	PA0002	PA0004	1.5
1134	PA2975	PA4257	1.5
1135	PA3152	PA3165	0.5
1136	PA3646	PA4252	1.0
1137	PA4244	PA4807	1.0
1138	PA0966	PA1815	1.5
1139	PA3742	PA4258	1.5
1140	PA1094	PA1443	1.5
1141	PA4264	PA4275	1.0
1142	PA0607	PA3656	1.5
1143	PA2738	PA2743	1.5
1144	PA3812	PA3814	1.5
1145	PA1618	PA4253	1.5
1146	PA1802	PA4427	1.0
1147	PA0363	PA3337	1.0
1148	PA4251	PA4481	1.0
1149	PA1449	PA1452	1.5
1150	PA0382	PA5209	1.5
1151	PA3656	PA4964	1.0
1152	PA4252	PA5303	1.5
1153	PA0653	PA4258	1.5
1154	PA1816	PA3656	1.5
1155	PA1818	PA4260	1.0
1156	PA3337	PA4263	1.0
1157	PA3445	PA3446	0.5
1158	PA3913	PA5015	1.0
1159	PA4246	PA4257	1.0
1160	PA5568	PA5570	1.5
1161	PA1580	PA3635	0.5
1162	PA4239	PA5569	1.5
1163	PA5553	PA5557	1.5
1164	PA4988	PA5011	1.5
1165	PA2638	PA2639	1.0
1166	PA2155	PA5394	0.5
1167	PA4244	PA5338	1.0
1168	PA3645	PA4260	1.5
1169	PA1082	PA1084	1.5
1170	PA2052	PA2500	1.5
1171	PA4273	PA4944	1.5
1172	PA3083	PA3874	1.0
1173	PA3806	PA4563	1.0
1174	PA2585	PA4246	1.0
1175	PA4665	PA4666	1.5
1176	PA4257	PA4261	1.0
1177	PA3048	PA4273	1.0
1178	PA0175	PA4953	1.5
1179	PA1587	PA1815	1.5
1180	PA4253	PA4473	1.0
1181	PA3823	PA3824	0.5
1182	PA4748	PA4761	1.0
1183	PA3019	PA3050	1.5
1184	PA0580	PA3685	1.0
1185	PA3646	PA4273	1.0
1186	PA0173	PA4954	1.5
1187	PA2608	PA5016	1.5
1188	PA4260	PA4473	1.0
1189	PA4272	PA4274	1.0
1190	PA5239	PA5240	1.5
1191	PA0546	PA5054	1.0
1192	PA4385	PA5281	1.0
1193	PA1799	PA3204	1.5
1194	PA4284	PA5015	1.0
1195	PA4274	PA4408	1.5
1196	PA0303	PA1410	1.5
1197	PA0001	PA2585	1.5
1198	PA1800	PA4988	1.5
1199	PA1815	PA5016	1.0
1200	PA1614	PA5128	1.5
1201	PA0546	PA3007	1.5
1202	PA3297	PA3961	1.5
1203	PA2639	PA3806	1.0
1204	PA4245	PA4250	1.5
1205	PA0177	PA0178	1.0
1206	PA4983	PA5361	1.5
1207	PA4974	PA5159	1.0
1208	PA1794	PA2084	1.5
1209	PA3875	PA3879	0.5
1210	PA5213	PA5214	1.0
1211	PA0965	PA0967	1.0
1212	PA1105	PA1446	1.5
1213	PA3806	PA4248	1.5
1214	PA3337	PA4668	1.0
1215	PA4269	PA4271	1.5
1216	PA4243	PA4253	1.5
1217	PA4408	PA4418	1.5
1218	PA2084	PA3758	1.5
1219	PA2812	PA4563	1.0
1220	PA3918	PA4258	1.0
1221	PA4238	PA4944	1.5
1222	PA2622	PA2840	1.0
1223	PA4261	PA4274	1.0
1224	PA4248	PA4264	1.5
1225	PA4056	PA4848	1.0
1226	PA1563	PA4115	1.5
1227	PA4941	PA4945	1.5
1228	PA4061	PA4385	1.0
1229	PA0376	PA5255	1.0
1230	PA1104	PA1446	1.5
1231	PA3806	PA5209	1.0
1232	PA3656	PA4246	1.0
1233	PA2052	PA2053	0.5
1234	PA2071	PA4268	1.5
1235	PA0148	PA4760	1.0
1236	PA0002	PA0003	1.5
1237	PA3806	PA4937	1.0
1238	PA4262	PA4427	1.0
1239	PA0173	PA0177	1.5
1240	PA3007	PA3654	1.5
1241	PA4238	PA4481	1.0
1242	PA3129	PA5015	1.0
1243	PA3899	PA3900	1.0
1244	PA4270	PA4462	1.5
1245	PA4445	PA4760	1.0
1246	PA4243	PA4433	1.5
1247	PA3582	PA3584	0.5
1248	PA4740	PA4741	1.0
1249	PA4937	PA5209	1.0
1250	PA4807	PA4932	1.0
1251	PA2975	PA4246	1.0
1252	PA0004	PA5569	1.5
1253	PA0733	PA3656	1.0
1254	PA3646	PA4257	1.0
1255	PA4238	PA4937	1.5
1256	PA3644	PA3648	1.5
1257	PA3656	PA4275	1.0
1258	PA3656	PA3746	1.0
1259	PA1005	PA5316	1.5
1260	PA0374	PA4768	1.5
1261	PA4563	PA4819	1.0
1262	PA3161	PA4263	1.0
1263	PA0425	PA1317	1.0
1264	PA1078	PA1081	1.5
1265	PA0963	PA4238	1.0
1266	PA4256	PA4264	1.5
1267	PA2483	PA4385	1.0
1268	PA0962	PA3162	1.5
1269	PA2914	PA4161	1.5
1270	PA3046	PA4261	1.5
1271	PA4260	PA4263	1.0
1272	PA2351	PA5505	1.5
1273	PA3645	PA4273	1.5
1274	PA4241	PA4937	1.0
1275	PA4258	PA4670	1.0
1276	PA5015	PA5567	1.0
1277	PA3814	PA4761	1.0
1278	PA3050	PA3083	1.5
1279	PA4270	PA4855	1.5
1280	PA4563	PA4740	1.0
1281	PA5331	PA5334	1.5
1282	PA4275	PA5239	1.5
1283	PA2626	PA2629	1.5
1284	PA4248	PA4274	1.0
1285	PA1815	PA3011	1.0
1286	PA4931	PA5345	1.5
1287	PA4241	PA4262	1.0
1288	PA4246	PA4768	1.0
1289	PA0382	PA4251	1.0
1290	PA2740	PA5051	1.5
1291	PA4385	PA4753	1.5
1292	PA4044	PA5239	1.0
1293	PA3806	PA4251	1.5
1294	PA3438	PA4602	1.5
1295	PA4261	PA4263	1.0
1296	PA1009	PA1184	1.0
1297	PA2585	PA3617	1.5
1298	PA3162	PA4270	1.5
1299	PA4907	PA4983	1.5
1300	PA0968	PA0969	1.5
1301	PA0354	PA4252	1.0
1302	PA4258	PA4745	1.0
1303	PA5053	PA5280	1.5
1304	PA3742	PA4252	1.5
1305	PA3656	PA3657	1.0
1306	PA4246	PA5193	1.0
1307	PA4270	PA4755	1.0
1308	PA0354	PA4935	1.0
1309	PA1635	PA1637	0.5
1310	PA2979	PA2981	1.5
1311	PA0342	PA3637	1.5
1312	PA3806	PA4760	1.0
1313	PA1807	PA4506	1.5
1314	PA0456	PA3162	1.0
1315	PA0594	PA3737	1.5
1316	PA4760	PA4944	1.5
1317	PA4248	PA4256	1.5
1318	PA0969	PA4974	1.5
1319	PA1072	PA1073	1.5
1320	PA0767	PA0770	1.5
1321	PA2744	PA4246	1.0
1322	PA2975	PA5019	1.0
1323	PA1455	PA5255	1.5
1324	PA3972	PA4239	1.0
1325	PA0175	PA1457	1.0
1326	PA1446	PA1452	1.5
1327	PA4269	PA4760	1.0
1328	PA3742	PA4247	1.5
1329	PA2743	PA3745	1.0
1330	PA2840	PA4566	1.0
1331	PA2744	PA3656	1.0
1332	PA1832	PA3011	1.5
1333	PA1502	PA3194	1.5
1334	PA4753	PA4935	1.0
1335	PA0994	PA4085	1.5
1336	PA3876	PA3879	0.5
1337	PA5221	PA5223	1.5
1338	PA3377	PA5257	1.5
1339	PA4262	PA4275	1.0
1340	PA0363	PA4031	1.0
1341	PA4964	PA4967	1.0
1342	PA1104	PA5015	1.5
1343	PA0354	PA5316	1.0
1344	PA0835	PA4173	1.0
1345	PA1125	PA4239	1.5
1346	PA1928	PA3337	1.5
1347	PA3686	PA4241	1.5
1348	PA2614	PA4271	1.0
1349	PA4269	PA4481	1.0
1350	PA2622	PA4267	1.0
1351	PA2620	PA4920	1.5
1352	PA2975	PA3162	1.5
1353	PA2975	PA4251	1.5
1354	PA3495	PA5015	1.0
1355	PA4433	PA5550	1.0
1356	PA3646	PA4944	1.0
1357	PA0008	PA0009	1.0
1358	PA4385	PA4542	1.0
1359	PA1086	PA1449	1.5
1360	PA2743	PA4240	1.0
1361	PA0552	PA4363	1.5
1362	PA3344	PA3832	1.0
1363	PA4250	PA4937	1.5
1364	PA4269	PA5255	1.0
1365	PA4250	PA4275	1.0
1366	PA1686	PA2118	0.5
1367	PA3030	PA3875	1.0
1368	PA1809	PA4504	1.5
1369	PA2620	PA4044	1.0
1370	PA1443	PA1455	1.5
1371	PA1618	PA5316	1.0
1372	PA1587	PA3725	1.5
1373	PA3823	PA4273	1.5
1374	PA0552	PA4748	1.5
1375	PA1832	PA4257	1.5
1376	PA3929	PA3930	0.5
1377	PA4257	PA5338	1.0
1378	PA3656	PA3658	1.5
1379	PA4002	PA4407	1.5
1380	PA1271	PA4662	1.5
1381	PA4239	PA4254	1.5
1382	PA3875	PA4760	1.0
1383	PA1102	PA1452	1.5
1384	PA4668	PA5015	1.5
1385	PA0002	PA5240	1.0
1386	PA4138	PA5516	1.5
1387	PA3171	PA5223	1.0
1388	PA3525	PA4756	1.5
1389	PA0303	PA3609	1.5
1390	PA4277	PA4676	1.0
1391	PA4264	PA4270	1.0
1392	PA0003	PA4931	1.5
1393	PA4277	PA4363	1.5
1394	PA1102	PA1456	1.5
1395	PA0336	PA4241	1.0
1396	PA4256	PA4258	1.5
1397	PA4249	PA5569	1.5
1398	PA3116	PA4269	1.5
1399	PA4031	PA4257	1.0
1400	PA1529	PA5443	1.5
1401	PA4243	PA4275	1.5
1402	PA3161	PA4260	1.0
1403	PA4932	PA4937	1.5
1404	PA3011	PA3832	1.0
1405	PA4761	PA4762	1.0
1406	PA0004	PA2840	1.5
1407	PA2620	PA4247	1.0
1408	PA3645	PA4932	1.0
1409	PA0001	PA5296	1.5
1410	PA5200	PA5360	1.0
1411	PA3011	PA4267	1.0
1412	PA3972	PA4267	1.0
1413	PA0336	PA4244	1.0
1414	PA3656	PA4672	1.0
1415	PA3109	PA3111	1.5
1416	PA3337	PA4385	1.0
1417	PA3187	PA3189	1.0
1418	PA0336	PA4273	1.5
1419	PA4257	PA4271	1.0
1420	PA0148	PA4481	1.0
1421	PA3746	PA4239	1.0
1422	PA1082	PA1443	1.5
1423	PA2840	PA5016	1.5
1424	PA4238	PA4267	1.0
1425	PA0022	PA4261	1.0
1426	PA3168	PA3636	1.0
1427	PA1079	PA1082	1.5
1428	PA5555	PA5556	1.0
1429	PA0004	PA4246	1.0
1430	PA3981	PA4246	1.0
1431	PA4257	PA4275	1.0
1432	PA0464	PA2809	1.5
1433	PA0374	PA4385	1.5
1434	PA1587	PA3806	1.5
1435	PA0177	PA4954	1.5
1436	PA3111	PA3112	1.5
1437	PA2840	PA4258	1.0
1438	PA3981	PA4241	1.0
1439	PA5209	PA5316	1.0
1440	PA1815	PA1816	1.5
1441	PA1102	PA1443	1.0
1442	PA1587	PA2975	1.5
1443	PA0173	PA0175	1.5
1444	PA4561	PA4745	1.5
1445	PA1948	PA1949	0.5
1446	PA3266	PA4264	1.0
1447	PA2812	PA4246	1.5
1448	PA3656	PA4031	1.0
1449	PA0336	PA4563	1.0
1450	PA2620	PA2743	1.0
1451	PA0002	PA5568	1.5
1452	PA0456	PA3266	1.5
1453	PA3700	PA3806	1.0
1454	PA1477	PA1480	1.5
1455	PA1271	PA4720	1.5
1456	PA3493	PA3494	1.5
1457	PA3823	PA4433	1.5
1458	PA3034	PA4761	1.5
1459	PA0579	PA4240	1.0
1460	PA1457	PA4953	1.5
1461	PA3823	PA4568	1.5
1462	PA0649	PA4231	1.5
1463	PA2840	PA4934	1.5
1464	PA2740	PA2744	1.5
1465	PA4269	PA4270	1.0
1466	PA3244	PA4403	1.0
1467	PA3126	PA4481	1.0
1468	PA4260	PA4807	1.0
1469	PA3337	PA4819	1.0
1470	PA5357	PA5358	0.5
1471	PA3011	PA5016	1.0
1472	PA3017	PA4760	1.0
1473	PA4238	PA4260	1.5
1474	PA0963	PA0965	1.5
1475	PA4269	PA5493	1.0
1476	PA0456	PA4246	1.0
1477	PA3048	PA3823	1.5
1478	PA3806	PA4542	1.0
1479	PA0376	PA4762	1.0
1480	PA4421	PA4949	1.0
1481	PA2970	PA4432	1.0
1482	PA4047	PA4055	0.5
1483	PA2743	PA4935	1.5
1484	PA1320	PA5015	1.5
1485	PA3297	PA4944	1.5
1486	PA0967	PA4760	1.0
1487	PA0382	PA4239	1.5
1488	PA0887	PA2634	1.5
1489	PA0004	PA5568	1.5
1490	PA3161	PA4433	1.0
1491	PA4056	PA4568	1.0
1492	PA3640	PA5015	1.0
1493	PA3635	PA4748	1.5
1494	PA4472	PA4474	1.5
1495	PA2622	PA3646	1.5
1496	PA4741	PA4937	1.0
1497	PA1448	PA1455	1.5
1498	PA4277	PA4988	1.5
1499	PA4275	PA4760	1.0
1500	PA4262	PA5239	1.5
1501	PA0928	PA3204	1.5
1502	PA3635	PA4740	1.5
1503	PA1082	PA1452	1.5
1504	PA4363	PA4394	1.5
1505	PA2622	PA4257	1.5
1506	PA2620	PA4262	1.5
1507	PA3832	PA4262	1.0
1508	PA3495	PA4261	1.0
1509	PA3975	PA4385	1.0
1510	PA3643	PA3648	1.5
1511	PA0382	PA4267	1.0
1512	PA5163	PA5164	1.5
1513	PA1801	PA4263	1.0
1514	PA4263	PA5443	1.0
1515	PA4246	PA5303	1.5
1516	PA5556	PA5558	1.0
1517	PA2188	PA4761	1.0
1518	PA4983	PA5360	1.5
1519	PA3337	PA3806	1.0
1520	PA4056	PA4262	1.0
1521	PA3266	PA3742	1.5
1522	PA0382	PA4257	1.5
1523	PA4277	PA4931	1.0
1524	PA0945	PA4314	1.5
1525	PA3129	PA4246	1.0
1526	PA3806	PA4481	1.5
1527	PA4763	PA4764	1.5
1528	PA0382	PA4932	1.5
1529	PA2809	PA4777	1.5
1530	PA4257	PA4944	1.5
1531	PA4258	PA4604	1.5
1532	PA4473	PA5316	1.0
1533	PA1586	PA5016	1.5
1534	PA4432	PA4937	1.0
1535	PA4267	PA4274	1.5
1536	PA4252	PA4760	1.0
1537	PA4274	PA4662	1.0
1538	PA3297	PA3806	1.0
1539	PA3443	PA3444	0.5
1540	PA1083	PA1086	1.0
1541	PA1633	PA1636	1.5
1542	PA3337	PA3636	1.5
1543	PA3811	PA4271	1.0
1544	PA1804	PA2738	1.0
1545	PA5560	PA5564	1.5
1546	PA0001	PA4239	1.0
1547	PA3444	PA3446	1.0
1548	PA1094	PA1446	1.5
1549	PA4238	PA4243	1.5
1550	PA4445	PA5016	1.5
1551	PA2585	PA4268	1.0
1552	PA2741	PA2975	1.0
1553	PA3636	PA3656	1.0
1554	PA3007	PA5334	1.5
1555	PA5016	PA5428	1.5
1556	PA2965	PA4761	1.0
1557	PA2812	PA4251	1.0
1558	PA4271	PA4274	1.0
1559	PA4760	PA5366	1.5
1560	PA1803	PA4385	1.0
1561	PA0995	PA1587	1.5
1562	PA4261	PA4753	1.5
1563	PA2620	PA5338	1.0
1564	PA3639	PA3640	1.5
1565	PA4271	PA5493	1.0
1566	PA1105	PA1447	1.5
1567	PA3524	PA4385	1.0
1568	PA3028	PA4663	1.5
1569	PA4252	PA4819	1.0
1570	PA2585	PA4259	1.0
1571	PA1585	PA4263	1.0
1572	PA2840	PA3297	1.0
1573	PA2744	PA4385	1.0
1574	PA4257	PA4740	1.0
1575	PA1629	PA3014	0.5
1576	PA1078	PA1079	1.5
1577	PA0456	PA4253	1.5
1578	PA0887	PA3568	0.5
1579	PA2622	PA5239	1.5
1580	PA4944	PA5239	1.5
1581	PA2619	PA4241	1.5
1582	PA2071	PA5054	1.5
1583	PA3643	PA3644	1.5
1584	PA4609	PA4763	1.5
1585	PA0464	PA3204	1.5
1586	PA1072	PA4461	1.5
1587	PA3972	PA4258	1.0
1588	PA0463	PA4564	1.5
1589	PA3492	PA3493	1.5
1590	PA1505	PA3918	0.5
1591	PA2812	PA4247	1.0
1592	PA4264	PA5195	1.0
1593	PA4252	PA4262	1.0
1594	PA1095	PA1102	1.5
1595	PA4273	PA5569	1.5
1596	PA4254	PA4264	1.5
1597	PA4270	PA4275	1.5
1598	PA1125	PA4250	1.0
1599	PA3162	PA3163	1.5
1600	PA4256	PA4275	1.0
1601	PA3813	PA3814	1.0
1602	PA0761	PA0762	1.5
1603	PA5567	PA5570	1.5
1604	PA4246	PA4262	1.0
1605	PA0001	PA4262	1.0
1606	PA0009	PA4263	1.5
1607	PA4740	PA4944	1.5
1608	PA1804	PA4263	1.0
1609	PA3654	PA4258	1.0
1610	PA0316	PA0546	1.5
1611	PA0336	PA3048	1.0
1612	PA3636	PA4252	1.5
1613	PA2742	PA2744	1.5
1614	PA1587	PA5209	1.5
1615	PA4763	PA5345	1.5
1616	PA0897	PA0899	0.5
1617	PA3981	PA5016	1.0
1618	PA1618	PA4271	1.5
1619	PA0304	PA3609	1.5
1620	PA1094	PA1104	1.5
1621	PA0995	PA5015	1.0
1622	PA4271	PA4385	1.0
1623	PA3653	PA3654	1.5
1624	PA0003	PA0004	1.5
1625	PA1455	PA4270	1.5
1626	PA0304	PA1410	1.5
1627	PA3048	PA4937	1.0
1628	PA0336	PA4568	1.0
1629	PA4270	PA4403	1.0
1630	PA0354	PA4937	1.0
1631	PA5555	PA5560	0.5
1632	PA4239	PA4967	1.0
1633	PA4949	PA5016	1.0
1634	PA4263	PA4433	1.0
1635	PA2962	PA2964	1.5
1636	PA0336	PA4258	1.0
1637	PA0456	PA4262	1.0
1638	PA1802	PA5366	1.0
1639	PA1582	PA1584	1.0
1640	PA1800	PA4944	1.5
1641	PA3524	PA5015	1.5
1642	PA3770	PA4646	1.5
1643	PA0464	PA5200	1.5
1644	PA1801	PA4271	1.0
1645	PA1618	PA4239	1.5
1646	PA4270	PA4277	1.0
1647	PA3810	PA3815	1.5
1648	PA4262	PA4937	1.5
1649	PA4263	PA5567	1.0
1650	PA1179	PA4777	1.5
1651	PA4252	PA5338	1.0
1652	PA3746	PA4273	1.0
1653	PA3243	PA3245	1.5
1654	PA3161	PA3742	1.5
1655	PA3812	PA3813	1.5
1656	PA1080	PA1084	1.5
1657	PA1618	PA4256	1.0
1658	PA4257	PA4270	1.0
1659	PA2743	PA4563	1.5
1660	PA1803	PA5128	1.5
1661	PA3636	PA3742	1.5
1662	PA3861	PA4433	1.0
1663	PA2975	PA5209	1.0
1664	PA3378	PA5257	1.5
1665	PA2619	PA4934	1.0
1666	PA3162	PA4807	1.0
1667	PA4967	PA5015	1.5
1668	PA2975	PA4433	1.5
1669	PA4246	PA4670	1.0
1670	PA0314	PA5154	1.5
1671	PA3831	PA5015	1.5
1672	PA3751	PA5426	1.5
1673	PA0546	PA2749	1.5
1674	PA4761	PA5315	1.0
1675	PA3714	PA4239	1.0
1676	PA3176	PA5345	1.5
1677	PA5015	PA5500	1.0
1678	PA2859	PA4269	1.0
1679	PA0579	PA2840	1.0
1680	PA4246	PA4270	1.0
1681	PA3337	PA4785	1.0
1682	PA1082	PA1104	1.5
1683	PA1585	PA3996	1.0
1684	PA4258	PA4268	1.5
1685	PA3806	PA4258	1.0
1686	PA2840	PA4670	1.5
1687	PA3296	PA4874	1.5
1688	PA2622	PA4264	1.5
1689	PA0579	PA4760	1.5
1690	PA4268	PA4568	1.0
1691	PA4250	PA4259	1.0
1692	PA3861	PA4740	1.5
1693	PA4385	PA4465	1.5
1694	PA3374	PA3380	0.5
1695	PA4267	PA4753	1.0
1696	PA3746	PA4261	1.0
1697	PA3656	PA4385	1.0
1698	PA3972	PA5016	1.0
1699	PA1070	PA1071	1.5
1700	PA4746	PA4755	1.5
1701	PA4056	PA4385	1.0
1702	PA0002	PA1816	1.0
