	protein1	protein2	cost
136440	PA2692	PA4256	1.0
136442	PA2692	PA4935	1.0
136444	PA2692	PA4432	1.0
136446	PA2692	PA4250	1.0
136449	PA1927	PA4948	1.0
136451	PA4938	PA4948	1.0
136453	PA3162	PA4948	1.0
136456	PA3635	PA4476	1.0
136458	PA1585	PA4476	1.0
136460	PA1210	PA4271	1.0
136462	PA1804	PA3849	1.5
136468	PA4266	PA4819	1.0
136470	PA3162	PA4819	1.0
136472	PA4241	PA4819	1.0
136474	PA4473	PA4819	1.0
136476	PA3806	PA5278	1.0
136478	PA2743	PA3806	1.0
136480	PA3806	PA4271	1.0
136482	PA3806	PA4237	1.0
136484	PA3806	PA4567	1.0
136486	PA3806	PA4255	1.0
136488	PA3806	PA4934	1.0
136490	PA3806	PA4753	1.0
136495	PA4047	PA5532	1.5
136497	PA1017	PA4241	1.0
136499	PA1210	PA3745	1.0
136501	PA4271	PA5303	1.0
136503	PA5315	PA5500	1.5
136505	PA3168	PA3617	1.0
136507	PA4265	PA5054	1.0
136508	PA3636	PA4273	1.0
136510	PA3272	PA4756	1.0
136512	PA4244	PA5339	1.0
136514	PA3617	PA4604	1.0
136516	PA4271	PA4604	1.0
136519	PA4264	PA5428	1.0
136521	PA4273	PA4606	1.5
136523	PA4261	PA4606	1.5
136525	PA4595	PA5493	1.0
136527	PA4260	PA4595	1.0
136529	PA0916	PA4542	1.0
136531	PA0002	PA0916	1.0
136533	PA0916	PA3162	1.0
136535	PA0916	PA4403	1.0
136537	PA0837	PA0916	1.0
136539	PA2813	PA4481	1.0
136541	PA2639	PA2813	1.0
136543	PA2813	PA3617	1.0
136545	PA2813	PA4256	1.0
136547	PA2813	PA4261	1.0
136549	PA2813	PA3017	1.0
136551	PA0916	PA2813	1.0
136553	PA2197	PA4358	1.5
136555	PA2197	PA4161	1.5
136558	PA0916	PA4580	1.0
136561	PA4272	PA5303	1.0
136563	PA4935	PA5303	1.0
136565	PA4403	PA5303	1.0
136567	PA1580	PA4717	1.0
136569	PA3162	PA4717	1.0
136571	PA4432	PA4717	1.0
136573	PA2001	PA2966	1.0
136576	PA4017	PA4262	1.0
136578	PA3849	PA4017	1.0
136580	PA4271	PA4456	1.0
136582	PA0741	PA2197	1.5
136584	PA4273	PA5362	1.0
136586	PA4932	PA5362	1.0
136588	PA4261	PA5362	1.0
136590	PA5362	PA5428	1.0
136593	PA4271	PA5500	1.5
136595	PA3179	PA3266	1.0
136598	PA3617	PA4044	1.0
136600	PA4265	PA4363	1.5
136601	PA1838	PA4756	1.5
136602	PA4513	PA4756	1.5
136604	PA0766	PA1801	1.5
136606	PA1802	PA3617	1.0
136608	PA1816	PA4232	1.0
136611	PA3746	PA4265	1.0
136612	PA2615	PA4407	1.0
136614	PA4407	PA4407	1.0
136616	PA4266	PA4416	1.0
136618	PA4266	PA4412	1.0
136620	PA4266	PA4920	1.0
136622	PA3524	PA3640	1.0
136624	PA1532	PA3524	1.0
136627	PA0002	PA1741	1.5
136629	PA1741	PA4277	1.5
136630	PA1741	PA4265	1.5
136633	PA3168	PA4265	1.0
136634	PA3563	PA4232	1.5
136636	PA4266	PA4662	1.0
136638	PA3582	PA5036	1.0
136641	PA0004	PA4265	1.5
136642	PA0947	PA3617	1.0
136644	PA1803	PA4944	1.0
136646	PA4277	PA4944	1.0
136647	PA4265	PA4944	1.0
136650	PA3297	PA4265	1.0
136651	PA0546	PA3811	1.0
136653	PA3811	PA4277	1.0
136654	PA3811	PA4265	1.0
136657	PA1813	PA2735	1.5
136658	PA2735	PA5237	1.5
136659	PA4266	PA5054	1.0
136661	PA5054	PA5054	1.0
136663	PA1927	PA5054	1.0
136665	PA3617	PA5054	1.0
136667	PA1760	PA3126	1.0
136669	PA2743	PA4477	1.0
136672	PA4043	PA5239	1.0
136674	PA4043	PA4257	1.0
136676	PA4043	PA4239	1.0
136678	PA4043	PA4277	1.0
136679	PA4043	PA4265	1.0
136682	PA3636	PA4241	1.0
136684	PA4265	PA4988	1.5
136686	PA3272	PA3635	1.0
136689	PA1760	PA4407	1.0
136691	PA1804	PA2735	1.0
136692	PA4043	PA4273	1.0
136694	PA0456	PA3297	1.0
136696	PA0905	PA3179	1.0
136698	PA0905	PA3048	1.0
136700	PA4266	PA4760	1.0
136702	PA4265	PA5035	1.0
136704	PA0139	PA3272	1.0
136706	PA0374	PA4417	1.0
136708	PA4239	PA4727	1.0
136710	PA4265	PA4678	1.0
136711	PA3272	PA3582	1.0
136713	PA0552	PA3272	1.0
136715	PA0835	PA3272	1.0
136717	PA3272	PA3337	1.0
136719	PA3272	PA4251	1.0
136721	PA3272	PA4238	1.0
136723	PA3162	PA3272	1.0
136725	PA3272	PA4239	1.0
136727	PA1800	PA3272	1.0
136729	PA3272	PA3655	1.0
136733	PA2987	PA4265	1.0
136734	PA1803	PA4265	1.0
136735	PA2684	PA3700	1.5
136737	PA2163	PA3996	1.0
136739	PA2163	PA3244	1.0
136741	PA1760	PA5366	1.0
136743	PA0546	PA3617	1.0
136745	PA4277	PA5045	1.0
136746	PA4265	PA5045	1.0
136750	PA4003	PA4277	1.5
136751	PA4003	PA4265	1.5
136754	PA0492	PA4003	1.5
136756	PA4266	PA4481	1.0
136758	PA3617	PA4481	1.0
136761	PA4266	PA4417	1.0
136763	PA3337	PA4417	1.0
136765	PA4277	PA4538	1.5
136766	PA4265	PA4538	1.5
136769	PA2639	PA4727	1.0
136771	PA1532	PA4052	1.0
136773	PA0546	PA2639	1.0
136775	PA3162	PA4967	1.0
136777	PA4241	PA4967	1.0
136780	PA3179	PA4727	1.0
136782	PA4260	PA4727	1.0
136784	PA4262	PA4727	1.0
136786	PA4433	PA4727	1.0
136788	PA3048	PA4727	1.0
136791	PA1179	PA4277	1.0
136792	PA1179	PA4265	1.0
136795	PA0139	PA1410	1.0
136797	PA1410	PA4542	1.0
136799	PA1410	PA3635	1.0
136801	PA1410	PA4266	1.0
136804	PA0552	PA1410	1.0
136806	PA1410	PA3296	1.0
136808	PA1410	PA4257	1.0
136810	PA1410	PA4239	1.0
136812	PA1410	PA1800	1.0
136815	PA4031	PA4385	1.5
136817	PA0393	PA4277	1.5
136818	PA0393	PA4265	1.5
136819	PA4265	PA5366	1.5
136820	PA0002	PA0782	1.0
136822	PA0782	PA4277	1.0
136823	PA0782	PA4265	1.0
136827	PA3861	PA4932	1.5
136829	PA1179	PA4481	1.0
136831	PA1179	PA4251	1.0
136833	PA1179	PA4257	1.0
136835	PA4265	PA4670	1.0
136836	PA1498	PA3179	1.0
136838	PA3861	PA4274	1.5
136840	PA4542	PA4678	1.0
136842	PA4266	PA4678	1.0
136844	PA3179	PA4928	1.0
136846	PA3049	PA4542	1.0
136848	PA3049	PA4277	1.0
136849	PA3049	PA4265	1.0
136852	PA4740	PA5569	1.0
136854	PA2975	PA5569	1.0
136856	PA3617	PA5334	1.0
136858	PA4265	PA4270	1.0
136859	PA3622	PA4265	1.0
136861	PA4265	PA4752	1.0
136862	PA3861	PA5338	1.0
136864	PA3168	PA4232	1.0
136866	PA4232	PA4964	1.0
136868	PA4232	PA4260	1.0
136870	PA4232	PA4239	1.0
136872	PA4232	PA5567	1.5
136874	PA4232	PA4277	1.5
136875	PA4232	PA4265	1.5
136878	PA4265	PA4481	1.5
136880	PA1119	PA2585	1.0
136882	PA0066	PA3983	1.5
136885	PA0004	PA3806	1.0
136887	PA0546	PA4265	1.5
136889	PA4277	PA4465	1.5
136890	PA4265	PA4465	1.5
136894	PA4239	PA4753	1.0
136896	PA4277	PA4753	1.0
136897	PA4265	PA4753	1.0
136902	PA2840	PA3179	1.5
136904	PA3162	PA4668	1.0
136906	PA3296	PA4678	1.0
136908	PA3337	PA4538	1.5
136910	PA0835	PA4277	1.5
136911	PA0835	PA4265	1.5
136914	PA1760	PA4481	1.0
136916	PA3162	PA4920	1.5
136918	PA0004	PA1179	1.0
136920	PA1410	PA4238	1.0
136922	PA1815	PA5050	1.0
136924	PA1532	PA3743	1.0
136926	PA3806	PA4266	1.0
136928	PA4277	PA4456	1.5
136929	PA4265	PA4456	1.5
136932	PA4403	PA4944	1.5
136936	PA4260	PA4944	1.5
136938	PA4241	PA4944	1.5
136940	PA3832	PA4232	1.5
136942	PA1678	PA1800	1.5
136944	PA3344	PA4232	1.5
136945	PA3179	PA4944	1.5
136947	PA3179	PA4273	1.5
136949	PA3179	PA4260	1.5
136951	PA3179	PA4262	1.5
136953	PA3179	PA4932	1.5
136955	PA3179	PA4433	1.5
136957	PA3179	PA4239	1.5
136959	PA3179	PA4264	1.5
136961	PA2976	PA4262	1.5
136963	PA2976	PA4239	1.5
136967	PA4232	PA4316	1.5
136969	PA3806	PA4264	1.5
136971	PA4568	PA4944	1.5
136973	PA4935	PA4944	1.5
136975	PA3636	PA4568	1.5
136977	PA3636	PA4432	1.5
136980	PA2975	PA3179	1.0
136982	PA3179	PA3745	1.5
136984	PA3179	PA4753	1.5
136986	PA2976	PA4944	1.5
136988	PA2741	PA5569	1.5
136990	PA4568	PA5569	1.5
136992	PA0456	PA4403	1.5
136994	PA0963	PA4744	1.0
136996	PA3296	PA4744	1.5
136998	PA4329	PA4744	1.0
137000	PA1800	PA4744	1.0
137002	PA1588	PA4744	1.0
137004	PA3635	PA5531	1.0
137007	PA4264	PA5531	1.0
137009	PA3745	PA5531	1.0
137011	PA4445	PA4744	1.0
137013	PA3183	PA4744	1.0
137015	PA1179	PA4744	1.0
137018	PA4277	PA5297	1.0
137019	PA4265	PA5297	1.0
137022	PA4232	PA5555	1.0
137024	PA4385	PA5555	1.0
137026	PA4244	PA5555	1.0
137028	PA4433	PA5555	1.0
137030	PA4274	PA5555	1.0
137032	PA5316	PA5555	1.0
137034	PA4241	PA5555	1.0
137036	PA4730	PA5555	1.0
137038	PA2539	PA5555	1.0
137040	PA2684	PA5555	1.0
137042	PA3689	PA5555	1.0
137044	PA1119	PA5555	1.0
137046	PA4272	PA5531	1.0
137048	PA0002	PA5297	1.0
137050	PA2585	PA4262	1.5
137052	PA4257	PA5555	1.0
137055	PA4262	PA5569	1.5
137057	PA3617	PA3806	1.5
137059	PA3179	PA4251	1.5
137061	PA4433	PA5531	1.0
137064	PA2585	PA4433	1.5
137066	PA2585	PA4250	1.5
137068	PA2741	PA3806	1.5
137070	PA3745	PA3806	1.5
137072	PA2622	PA3179	1.5
137074	PA3617	PA4760	1.5
137076	PA3645	PA3746	1.5
137078	PA4266	PA4407	1.5
137080	PA3617	PA4407	1.5
137082	PA2976	PA4257	1.5
137084	PA3179	PA5338	1.5
137086	PA4232	PA4403	1.5
137088	PA3179	PA3823	1.5
137090	PA3011	PA4232	1.5
137092	PA1678	PA3981	1.5
137094	PA3179	PA3981	1.5
137096	PA3168	PA3168	1.0
137098	PA1481	PA2478	1.0
137100	PA1481	PA5489	1.0
137101	PA5360	PA5360	1.0
137103	PA3878	PA3878	1.0
137105	PA5275	PA5275	1.0
137107	PA3814	PA5275	1.0
137109	PA3963	PA3963	1.0
137111	PA5159	PA5159	1.0
137113	PA2389	PA2389	1.0
137115	PA2389	PA4974	1.0
137119	PA3582	PA3582	1.0
137121	PA1498	PA1498	1.0
137125	PA0973	PA4668	1.0
137127	PA0973	PA2614	1.0
137129	PA3768	PA5070	1.0
137131	PA2614	PA4668	1.0
137133	PA4045	PA4707	1.0
137135	PA4240	PA4932	1.0
137137	PA2520	PA2520	1.0
137139	PA3007	PA3007	1.0
137141	PA1376	PA2623	1.0
137143	PA4243	PA4276	1.0
137145	PA1180	PA1180	1.0
137147	PA3468	PA3468	1.0
137149	PA4276	PA4747	1.0
137151	PA4276	PA4276	1.0
137153	PA4243	PA4243	1.0
137155	PA1819	PA1819	1.0
137157	PA0375	PA5133	1.0
137159	PA0019	PA4258	1.0
137161	PA0019	PA4237	1.0
137163	PA4542	PA4761	1.0
137165	PA3815	PA3815	1.0
137167	PA3603	PA3603	1.0
137170	PA4234	PA4392	1.0
137172	PA2585	PA4392	1.0
137174	PA3086	PA3086	1.0
137176	PA4234	PA4234	1.0
137178	PA3832	PA4234	1.0
137180	PA1052	PA3138	1.0
137182	PA3138	PA3138	1.0
137184	PA2585	PA5015	1.0
137186	PA2585	PA3656	1.0
137188	PA4277	PA4952	1.0
137189	PA4265	PA4952	1.0
137192	PA1017	PA4277	1.0
137193	PA1017	PA4265	1.0
137194	PA2466	PA5531	1.0
137198	PA4277	PA4762	1.0
137199	PA4265	PA4762	1.0
137202	PA3564	PA4277	1.0
137203	PA3564	PA4265	1.0
137206	PA0576	PA4277	1.0
137207	PA0576	PA4265	1.0
137210	PA4277	PA4919	1.0
137211	PA4265	PA4919	1.0
137214	PA2688	PA5531	1.0
137216	PA5531	PA5531	1.0
137218	PA1271	PA5531	1.0
137219	PA2828	PA4277	1.0
137220	PA2828	PA4265	1.0
137223	PA3737	PA3737	1.0
137225	PA4277	PA5050	1.0
137226	PA4265	PA5050	1.0
137229	PA4277	PA5503	1.0
137230	PA4265	PA5503	1.0
137233	PA0903	PA4277	1.0
137234	PA0903	PA4265	1.0
137237	PA2870	PA4277	1.0
137238	PA2870	PA4265	1.0
137241	PA0947	PA3656	1.0
137243	PA3652	PA3652	1.0
137245	PA0584	PA4265	1.0
137246	PA0001	PA4265	1.0
137247	PA4265	PA4760	1.0
137248	PA1816	PA4265	1.0
137250	PA4044	PA4265	1.0
137251	PA0771	PA4265	1.0
137252	PA0009	PA4265	1.0
137253	PA3640	PA4265	1.0
137254	PA3656	PA5054	1.0
137256	PA4848	PA5054	1.0
137258	PA0584	PA5054	1.0
137260	PA0281	PA5054	1.0
137261	PA3875	PA5054	1.0
137263	PA2639	PA5054	1.0
137265	PA4263	PA5054	1.0
137267	PA4246	PA5054	1.0
137269	PA4267	PA5054	1.0
137271	PA4403	PA5054	1.0
137273	PA4265	PA5054	1.0
137274	PA1707	PA5054	1.0
137284	PA4277	PA4560	1.0
137285	PA4265	PA4560	1.0
137288	PA2979	PA4277	1.0
137289	PA2979	PA4265	1.0
137292	PA4771	PA5345	1.0
137294	PA3643	PA4265	1.0
137295	PA1760	PA4277	1.0
137296	PA1760	PA4265	1.0
137299	PA4277	PA4749	1.0
137300	PA4265	PA4749	1.0
137303	PA4265	PA4411	1.0
137304	PA4277	PA4662	1.0
137305	PA4265	PA4662	1.0
137308	PA4277	PA4946	1.0
137309	PA4265	PA4946	1.0
137310	PA3875	PA4265	1.0
137311	PA1505	PA4277	1.0
137312	PA1505	PA4265	1.0
137315	PA4265	PA4403	1.0
137316	PA4246	PA4558	1.0
137318	PA4267	PA4558	1.0
137320	PA4265	PA5493	1.0
137321	PA4244	PA4670	1.0
137323	PA4267	PA4670	1.0
137325	PA4265	PA4670	1.0
137326	PA4277	PA4284	1.0
137327	PA4265	PA4284	1.0
137330	PA3725	PA4277	1.0
137331	PA3725	PA4265	1.0
137334	PA4053	PA4277	1.0
137335	PA4053	PA4265	1.0
137338	PA2976	PA4277	1.0
137339	PA2976	PA4265	1.0
137342	PA4277	PA5334	1.0
137343	PA4265	PA5334	1.0
137346	PA4246	PA4265	1.0
137347	PA3655	PA4265	1.0
137348	PA4277	PA4277	1.0
137349	PA4265	PA4277	1.0
137350	PA4265	PA4277	1.0
137351	PA4265	PA4265	1.0
137356	PA3656	PA4265	1.0
137357	PA3834	PA4277	1.0
137358	PA3834	PA4265	1.0
137361	PA3017	PA4265	1.0
137364	PA4558	PA4937	1.0
137366	PA0428	PA2975	1.0
137368	PA1807	PA4277	1.0
137369	PA1807	PA4265	1.0
137372	PA3806	PA4265	1.0
137373	PA0580	PA4265	1.0
137374	PA3913	PA4265	1.0
137375	PA4277	PA5335	1.0
137376	PA4265	PA5335	1.0
137379	PA4265	PA4931	1.0
137380	PA0376	PA3746	1.0
137382	PA0373	PA0376	1.0
137384	PA0376	PA4403	1.0
137386	PA4269	PA5443	1.0
137388	PA1528	PA4407	1.0
137390	PA4234	PA4700	1.0
137392	PA1802	PA4407	1.0
137394	PA2976	PA3244	1.0
137396	PA3244	PA3244	1.0
137398	PA2630	PA2630	1.0
137400	PA0016	PA4464	1.0
137402	PA3648	PA3800	1.0
137404	PA3648	PA4545	1.0
137405	PA5481	PA5481	1.0
137407	PA3648	PA4765	1.0
137408	PA3800	PA4765	1.0
137409	PA4545	PA4765	1.0
137410	PA3879	PA3879	1.0
137412	PA5499	PA5499	1.0
137414	PA5199	PA5199	1.0
137416	PA0966	PA0966	1.0
137420	PA4333	PA4931	1.0
137422	PA4261	PA4931	1.5
137424	PA0972	PA0972	1.0
137426	PA4055	PA4055	1.0
137427	PA1803	PA1803	1.0
137429	PA4778	PA4778	1.0
137430	PA1102	PA1102	1.0
137431	PA3245	PA3245	1.0
137433	PA3245	PA3245	1.0
137435	PA3245	PA3245	1.0
137437	PA3245	PA3245	1.0
137439	PA0009	PA0009	1.0
137441	PA0009	PA5321	1.0
137443	PA4410	PA4410	1.0
137445	PA0177	PA3618	1.0
137449	PA4666	PA4666	1.0
137451	PA1802	PA2827	1.0
137454	PA0336	PA1584	1.0
137458	PA4054	PA4054	1.0
137459	PA4748	PA4748	1.0
137461	PA4748	PA4748	1.0
137463	PA3982	PA4240	1.0
137466	PA2620	PA2621	1.0
137468	PA2620	PA2621	1.0
137470	PA0002	PA0002	1.0
137472	PA4778	PA4778	1.0
137474	PA1532	PA3689	1.0
137476	PA3689	PA4778	1.0
137477	PA0500	PA4741	1.0
137479	PA2967	PA2967	1.0
137482	PA0177	PA2580	1.0
137486	PA3627	PA4937	1.0
137488	PA4662	PA4662	1.0
137490	PA4730	PA4730	1.0
137492	PA4730	PA4730	1.0
137494	PA2263	PA2263	1.0
137496	PA2263	PA2263	1.0
137498	PA3103	PA3103	1.0
137500	PA3638	PA3638	1.0
137503	PA1999	PA1999	1.0
137505	PA4516	PA4516	1.0
137507	PA4931	PA4931	1.0
137509	PA4931	PA4931	1.0
137511	PA0761	PA0761	1.0
137513	PA5199	PA5199	1.0
137516	PA5054	PA5054	1.0
137518	PA3737	PA3737	1.0
137520	PA2052	PA2052	1.0
137522	PA3942	PA3942	1.0
137524	PA4974	PA4974	1.0
137526	PA3918	PA3918	1.0
137529	PA3620	PA3620	1.0
137531	PA1457	PA1457	1.0
137532	PA4055	PA4055	1.0
137533	PA5157	PA5157	1.0
137535	PA3028	PA3028	1.0
137537	PA3028	PA3028	1.0
137539	PA3028	PA3028	1.0
137542	PA5297	PA5297	1.0
137544	PA5297	PA5297	1.0
137546	PA0376	PA4385	1.0
137548	PA4997	PA4997	1.0
137550	PA4997	PA4997	1.0
137552	PA4990	PA4990	1.0
137553	PA0426	PA3822	1.0
137555	PA0426	PA3822	1.0
137558	PA3617	PA3617	1.0
137560	PA3800	PA4765	1.0
137561	PA3648	PA4765	1.0
137562	PA4545	PA4765	1.0
137563	PA3648	PA3800	1.0
137565	PA3800	PA4765	1.0
137566	PA3648	PA4765	1.0
137567	PA3648	PA4545	1.0
137568	PA4545	PA4765	1.0
137569	PA3648	PA4765	1.0
137570	PA3648	PA3800	1.0
137572	PA3648	PA4545	1.0
137573	PA5481	PA5481	1.0
137576	PA0019	PA4258	1.0
137578	PA0019	PA4237	1.0
137581	PA2620	PA2621	1.0
137583	PA2620	PA2621	1.0
137585	PA4614	PA4614	1.0
137587	PA4614	PA4614	1.0
137589	PA4614	PA4614	1.0
137592	PA2273	PA2273	1.0
137594	PA0767	PA0767	1.0
137596	PA0767	PA0767	1.0
137598	PA5287	PA5287	1.0
137600	PA5287	PA5287	1.0
137607	PA3972	PA3972	1.0
137609	PA3972	PA3972	1.0
137611	PA3972	PA3972	1.0
137613	PA3652	PA3652	1.0
137615	PA2630	PA2630	1.0
137617	PA5287	PA5287	1.0
137619	PA4034	PA4034	1.0
137621	PA5287	PA5287	1.0
137623	PA1180	PA1180	1.0
137625	PA5499	PA5499	1.0
137627	PA5499	PA5499	1.0
137629	PA1803	PA1803	1.0
137631	PA4045	PA4707	1.0
137633	PA4045	PA4707	1.0
137635	PA4234	PA4234	1.0
137637	PA4234	PA4234	1.0
137639	PA3646	PA3646	1.0
137641	PA4542	PA4761	1.0
137643	PA4542	PA4761	1.0
137645	PA4542	PA4761	1.0
137647	PA4542	PA4761	1.0
137649	PA4542	PA4761	1.0
137651	PA4997	PA4997	1.0
137653	PA4407	PA4407	1.0
137655	PA1528	PA4407	1.0
137657	PA4407	PA4407	1.0
137659	PA0376	PA3746	1.0
137661	PA0376	PA3746	1.0
137663	PA0376	PA3746	1.0
137665	PA0373	PA0376	1.0
137667	PA0376	PA4403	1.0
137669	PA0376	PA3746	1.0
137673	PA4270	PA5443	1.0
137675	PA4269	PA5443	1.0
137677	PA4269	PA5443	1.0
137680	PA4269	PA5443	1.0
137683	PA4238	PA5443	1.0
137688	PA3815	PA3815	1.0
137690	PA3603	PA3603	1.0
137693	PA4974	PA4974	1.0
137695	PA4974	PA4974	1.0
137697	PA4974	PA4974	1.0
137699	PA1819	PA1819	1.0
137701	PA4240	PA4932	1.0
137705	PA0375	PA5133	1.0
137707	PA0375	PA5133	1.0
137711	PA4614	PA4614	1.0
137713	PA4707	PA4707	1.0
137715	PA4045	PA4707	1.0
137717	PA4045	PA4707	1.0
137719	PA4707	PA4707	1.0
137724	PA4542	PA4542	1.0
137726	PA4542	PA4542	1.0
137728	PA4542	PA4761	1.0
137730	PA4990	PA4990	1.0
137734	PA3468	PA3468	1.0
137736	PA3468	PA3468	1.0
137742	PA3007	PA3007	1.0
137744	PA3655	PA4265	1.0
137745	PA3655	PA4265	1.0
137746	PA3655	PA4265	1.0
137747	PA3655	PA4265	1.0
137748	PA4034	PA4034	1.0
137750	PA4243	PA4276	1.0
137752	PA4276	PA4747	1.0
137754	PA2520	PA2520	1.0
137756	PA4407	PA4407	1.0
137758	PA1586	PA3674	1.0
137760	PA4238	PA4568	1.0
137763	PA3636	PA4417	1.0
137765	PA2585	PA4741	1.0
137767	PA2585	PA4568	1.0
137769	PA2585	PA2741	1.0
137771	PA0182	PA2966	1.0
137773	PA3725	PA5316	1.0
137775	PA3725	PA4262	1.0
137777	PA0373	PA4420	1.0
137779	PA1522	PA4451	1.0
137781	PA4232	PA5315	1.0
137783	PA4232	PA5316	1.0
137785	PA4232	PA4252	1.0
137788	PA4232	PA4271	1.0
137790	PA4232	PA4262	1.0
137792	PA0937	PA1588	1.0
137794	PA1588	PA4646	1.0
137796	PA1588	PA4259	1.0
137798	PA1588	PA4934	1.0
137800	PA1588	PA4264	1.0
137802	PA1588	PA3162	1.0
137804	PA1588	PA4932	1.0
137806	PA1588	PA3617	1.0
137808	PA1588	PA3980	1.0
137810	PA1588	PA1927	1.0
137812	PA1588	PA4744	1.0
137814	PA1588	PA3635	1.0
137817	PA1588	PA4760	1.0
137819	PA1588	PA4542	1.0
137821	PA0139	PA1588	1.0
137823	PA4403	PA4996	1.0
137825	PA4241	PA4996	1.0
137827	PA4568	PA4996	1.0
137830	PA4272	PA4996	1.0
137832	PA0869	PA4434	1.0
137834	PA4768	PA5316	1.0
137836	PA3168	PA4768	1.0
137838	PA4334	PA4762	1.0
137840	PA3763	PA5281	1.0
137842	PA3763	PA4938	1.0
137844	PA3763	PA4524	1.0
137846	PA0947	PA1808	1.0
137848	PA0947	PA4667	1.0
137850	PA2527	PA3657	1.0
137852	PA3657	PA3853	1.0
137854	PA3668	PA4809	1.0
137856	PA4253	PA4275	1.0
137858	PA2796	PA4700	1.0
137860	PA1770	PA4700	1.0
137862	PA2609	PA4403	1.0
137865	PA2609	PA4760	1.0
137867	PA1482	PA2609	1.0
137869	PA0967	PA5239	1.0
137871	PA0967	PA4542	1.0
137874	PA4256	PA4473	1.0
137876	PA1971	PA2740	1.0
137878	PA4271	PA4964	1.0
137883	PA3745	PA4413	1.0
137885	PA4256	PA4413	1.0
137887	PA3296	PA4413	1.0
137890	PA4264	PA4756	1.0
137892	PA3167	PA4807	1.0
137894	PA2796	PA3120	1.0
137896	PA3120	PA3745	1.0
137898	PA1770	PA3120	1.0
137900	PA4250	PA5118	1.0
137902	PA4563	PA5201	1.0
137904	PA1065	PA5316	1.0
137906	PA5489	PA5567	1.0
137907	PA2540	PA5550	1.0
137909	PA4231	PA5550	1.0
137911	PA1999	PA4031	1.0
137913	PA3234	PA4031	1.0
137915	PA4031	PA4262	1.0
137917	PA4627	PA4727	1.0
137919	PA4251	PA4727	1.0
137921	PA1580	PA4727	1.0
137923	PA4257	PA4727	1.0
137925	PA3640	PA3745	1.0
137927	PA3162	PA3640	1.0
137929	PA3640	PA4568	1.0
137931	PA3640	PA4433	1.0
137933	PA3640	PA4273	1.0
137935	PA1816	PA5560	1.0
137937	PA1816	PA4273	1.0
137939	PA4572	PA5097	1.0
137941	PA3581	PA4572	1.0
137944	PA4057	PA4264	1.0
137946	PA4057	PA4568	1.0
137948	PA4057	PA4271	1.0
137950	PA4269	PA5225	1.0
137952	PA2218	PA4665	1.0
137954	PA3166	PA4665	1.0
137955	PA3330	PA4238	1.0
137957	PA3330	PA3898	1.0
137958	PA3330	PA3378	1.0
137960	PA2738	PA3330	1.0
137962	PA1804	PA3330	1.0
137964	PA4271	PA4566	1.0
137966	PA0168	PA3011	1.0
137968	PA4952	PA5315	1.0
137970	PA4262	PA4952	1.0
137973	PA4266	PA4952	1.0
137975	PA0456	PA3179	1.0
137977	PA2606	PA3946	1.0
137979	PA2218	PA3390	1.0
137980	PA0709	PA2218	1.0
137982	PA1800	PA3194	1.0
137984	PA3194	PA5239	1.0
137986	PA1562	PA3194	1.0
137988	PA0750	PA2735	1.0
137989	PA3623	PA4563	1.0
137991	PA3623	PA5316	1.0
137993	PA3623	PA4261	1.0
137995	PA4260	PA4595	1.0
137997	PA4595	PA5493	1.0
137999	PA4432	PA4717	1.0
138001	PA1793	PA4751	1.0
138003	PA2545	PA4461	1.0
138005	PA4738	PA5449	1.0
138007	PA1202	PA5449	1.0
138008	PA4934	PA5449	1.0
138010	PA4433	PA5449	1.0
138012	PA0552	PA5449	1.0
138014	PA1596	PA5449	1.0
138016	PA1580	PA5449	1.0
138018	PA3653	PA5449	1.0
138020	PA0456	PA5449	1.0
138022	PA5449	PA5556	1.0
138024	PA1337	PA5449	1.0
138026	PA4996	PA5449	1.0
138028	PA2812	PA4268	1.0
138030	PA2812	PA3179	1.0
138032	PA2812	PA3635	1.0
138034	PA1580	PA3023	1.0
138036	PA5362	PA5428	1.0
138038	PA3461	PA5131	1.0
138041	PA3640	PA4271	1.0
138043	PA3898	PA4563	1.0
138044	PA3898	PA4238	1.0
138045	PA3378	PA3898	1.0
138046	PA3380	PA3898	1.0
138047	PA2738	PA3898	1.0
138048	PA1804	PA3898	1.0
138049	PA3898	PA5493	1.0
138050	PA4250	PA5180	1.0
138052	PA4262	PA4809	1.0
138054	PA3815	PA4809	1.0
138056	PA4809	PA4812	1.0
138058	PA2735	PA3138	1.0
138059	PA2964	PA3635	1.0
138061	PA0381	PA4853	1.0
138062	PA0066	PA0837	1.0
138065	PA4952	PA5518	1.0
138067	PA2695	PA4952	1.0
138069	PA2231	PA4952	1.0
138070	PA1758	PA4952	1.0
138073	PA4054	PA5518	1.0
138074	PA2215	PA3714	1.0
138076	PA3638	PA3714	1.0
138078	PA3444	PA3714	1.0
138080	PA3714	PA4825	1.0
138082	PA3227	PA3804	1.0
138085	PA2612	PA5532	1.0
138087	PA0003	PA2612	1.0
138089	PA1920	PA2854	1.0
138091	PA1920	PA2726	1.0
138093	PA1920	PA3482	1.0
138095	PA4240	PA5569	1.0
138097	PA3179	PA5569	1.0
138099	PA1174	PA4275	1.0
138101	PA1926	PA4907	1.0
138102	PA4667	PA4907	1.0
138104	PA1562	PA4753	1.0
138106	PA1562	PA1800	1.0
138108	PA1562	PA2970	1.0
138110	PA1562	PA4252	1.0
